Municipios;Distritos;Secciones;Índice de Gini y Distribución de la renta P80/P20;Periodo;Total
29067 Málaga;2906708 Málaga distrito 08;2906708033 Málaga sección 08033;Índice de Gini;2019;27,1
29067 Málaga;2906708 Málaga distrito 08;2906708033 Málaga sección 08033;Índice de Gini;2018;27,4
29067 Málaga;2906708 Málaga distrito 08;2906708033 Málaga sección 08033;Índice de Gini;2017;28,1
29067 Málaga;2906708 Málaga distrito 08;2906708033 Málaga sección 08033;Índice de Gini;2016;29,9
29067 Málaga;2906708 Málaga distrito 08;2906708033 Málaga sección 08033;Índice de Gini;2015;29,4
29067 Málaga;2906708 Málaga distrito 08;2906708033 Málaga sección 08033;Distribución de la renta P80/P20;2023;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708033 Málaga sección 08033;Distribución de la renta P80/P20;2022;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708033 Málaga sección 08033;Distribución de la renta P80/P20;2021;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708033 Málaga sección 08033;Distribución de la renta P80/P20;2020;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708033 Málaga sección 08033;Distribución de la renta P80/P20;2019;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708033 Málaga sección 08033;Distribución de la renta P80/P20;2018;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708033 Málaga sección 08033;Distribución de la renta P80/P20;2017;2,7
29067 Málaga;2906708 Málaga distrito 08;2906708033 Málaga sección 08033;Distribución de la renta P80/P20;2016;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708033 Málaga sección 08033;Distribución de la renta P80/P20;2015;2,7
29067 Málaga;2906708 Málaga distrito 08;2906708034 Málaga sección 08034;Índice de Gini;2023;29
29067 Málaga;2906708 Málaga distrito 08;2906708034 Málaga sección 08034;Índice de Gini;2022;29
29067 Málaga;2906708 Málaga distrito 08;2906708034 Málaga sección 08034;Índice de Gini;2021;30,3
29067 Málaga;2906708 Málaga distrito 08;2906708034 Málaga sección 08034;Índice de Gini;2020;30,6
29067 Málaga;2906708 Málaga distrito 08;2906708034 Málaga sección 08034;Índice de Gini;2019;30
29067 Málaga;2906708 Málaga distrito 08;2906708034 Málaga sección 08034;Índice de Gini;2018;30,7
29067 Málaga;2906708 Málaga distrito 08;2906708034 Málaga sección 08034;Índice de Gini;2017;31,9
29067 Málaga;2906708 Málaga distrito 08;2906708034 Málaga sección 08034;Índice de Gini;2016;33,1
29067 Málaga;2906708 Málaga distrito 08;2906708034 Málaga sección 08034;Índice de Gini;2015;33,3
29067 Málaga;2906708 Málaga distrito 08;2906708034 Málaga sección 08034;Distribución de la renta P80/P20;2023;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708034 Málaga sección 08034;Distribución de la renta P80/P20;2022;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708034 Málaga sección 08034;Distribución de la renta P80/P20;2021;2,9
29067 Málaga;2906708 Málaga distrito 08;2906708034 Málaga sección 08034;Distribución de la renta P80/P20;2020;2,7
29067 Málaga;2906708 Málaga distrito 08;2906708034 Málaga sección 08034;Distribución de la renta P80/P20;2019;2,9
29067 Málaga;2906708 Málaga distrito 08;2906708034 Málaga sección 08034;Distribución de la renta P80/P20;2018;2,8
29067 Málaga;2906708 Málaga distrito 08;2906708034 Málaga sección 08034;Distribución de la renta P80/P20;2017;2,8
29067 Málaga;2906708 Málaga distrito 08;2906708034 Málaga sección 08034;Distribución de la renta P80/P20;2016;3
29067 Málaga;2906708 Málaga distrito 08;2906708034 Málaga sección 08034;Distribución de la renta P80/P20;2015;2,8
29067 Málaga;2906708 Málaga distrito 08;2906708035 Málaga sección 08035;Índice de Gini;2023;25,9
29067 Málaga;2906708 Málaga distrito 08;2906708035 Málaga sección 08035;Índice de Gini;2022;26,6
29067 Málaga;2906708 Málaga distrito 08;2906708035 Málaga sección 08035;Índice de Gini;2021;26,7
29067 Málaga;2906708 Málaga distrito 08;2906708035 Málaga sección 08035;Índice de Gini;2020;27,5
29067 Málaga;2906708 Málaga distrito 08;2906708035 Málaga sección 08035;Índice de Gini;2019;28,1
29067 Málaga;2906708 Málaga distrito 08;2906708035 Málaga sección 08035;Índice de Gini;2018;28,9
29067 Málaga;2906708 Málaga distrito 08;2906708035 Málaga sección 08035;Índice de Gini;2017;29,8
29067 Málaga;2906708 Málaga distrito 08;2906708035 Málaga sección 08035;Índice de Gini;2016;29,4
29067 Málaga;2906708 Málaga distrito 08;2906708035 Málaga sección 08035;Índice de Gini;2015;30,3
29067 Málaga;2906708 Málaga distrito 08;2906708035 Málaga sección 08035;Distribución de la renta P80/P20;2023;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708035 Málaga sección 08035;Distribución de la renta P80/P20;2022;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708035 Málaga sección 08035;Distribución de la renta P80/P20;2021;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708035 Málaga sección 08035;Distribución de la renta P80/P20;2020;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708035 Málaga sección 08035;Distribución de la renta P80/P20;2019;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708035 Málaga sección 08035;Distribución de la renta P80/P20;2018;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708035 Málaga sección 08035;Distribución de la renta P80/P20;2017;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708035 Málaga sección 08035;Distribución de la renta P80/P20;2016;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708035 Málaga sección 08035;Distribución de la renta P80/P20;2015;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708036 Málaga sección 08036;Índice de Gini;2023;22,2
29067 Málaga;2906708 Málaga distrito 08;2906708036 Málaga sección 08036;Índice de Gini;2022;22,5
29067 Málaga;2906708 Málaga distrito 08;2906708036 Málaga sección 08036;Índice de Gini;2021;22,7
29067 Málaga;2906708 Málaga distrito 08;2906708036 Málaga sección 08036;Índice de Gini;2020;24,1
29067 Málaga;2906708 Málaga distrito 08;2906708036 Málaga sección 08036;Índice de Gini;2019;23,1
29067 Málaga;2906708 Málaga distrito 08;2906708036 Málaga sección 08036;Índice de Gini;2018;23,9
29067 Málaga;2906708 Málaga distrito 08;2906708036 Málaga sección 08036;Índice de Gini;2017;25,8
29067 Málaga;2906708 Málaga distrito 08;2906708036 Málaga sección 08036;Índice de Gini;2016;27,5
29067 Málaga;2906708 Málaga distrito 08;2906708036 Málaga sección 08036;Índice de Gini;2015;27,6
29067 Málaga;2906708 Málaga distrito 08;2906708036 Málaga sección 08036;Distribución de la renta P80/P20;2023;2
29067 Málaga;2906708 Málaga distrito 08;2906708036 Málaga sección 08036;Distribución de la renta P80/P20;2022;2,1
29067 Málaga;2906708 Málaga distrito 08;2906708036 Málaga sección 08036;Distribución de la renta P80/P20;2021;2,1
29067 Málaga;2906708 Málaga distrito 08;2906708036 Málaga sección 08036;Distribución de la renta P80/P20;2020;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708036 Málaga sección 08036;Distribución de la renta P80/P20;2019;2,1
29067 Málaga;2906708 Málaga distrito 08;2906708036 Málaga sección 08036;Distribución de la renta P80/P20;2018;2
29067 Málaga;2906708 Málaga distrito 08;2906708036 Málaga sección 08036;Distribución de la renta P80/P20;2017;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708036 Málaga sección 08036;Distribución de la renta P80/P20;2016;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708036 Málaga sección 08036;Distribución de la renta P80/P20;2015;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708037 Málaga sección 08037;Índice de Gini;2023;26,1
29067 Málaga;2906708 Málaga distrito 08;2906708037 Málaga sección 08037;Índice de Gini;2022;27,4
29067 Málaga;2906708 Málaga distrito 08;2906708037 Málaga sección 08037;Índice de Gini;2021;27,8
29067 Málaga;2906708 Málaga distrito 08;2906708037 Málaga sección 08037;Índice de Gini;2020;30,1
29067 Málaga;2906708 Málaga distrito 08;2906708037 Málaga sección 08037;Índice de Gini;2019;29,4
29067 Málaga;2906708 Málaga distrito 08;2906708037 Málaga sección 08037;Índice de Gini;2018;30,5
29067 Málaga;2906708 Málaga distrito 08;2906708037 Málaga sección 08037;Índice de Gini;2017;30,7
29067 Málaga;2906708 Málaga distrito 08;2906708037 Málaga sección 08037;Índice de Gini;2016;31,9
29067 Málaga;2906708 Málaga distrito 08;2906708037 Málaga sección 08037;Índice de Gini;2015;30,5
29067 Málaga;2906708 Málaga distrito 08;2906708037 Málaga sección 08037;Distribución de la renta P80/P20;2023;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708037 Málaga sección 08037;Distribución de la renta P80/P20;2022;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708037 Málaga sección 08037;Distribución de la renta P80/P20;2021;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708037 Málaga sección 08037;Distribución de la renta P80/P20;2020;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708037 Málaga sección 08037;Distribución de la renta P80/P20;2019;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708037 Málaga sección 08037;Distribución de la renta P80/P20;2018;2,9
29067 Málaga;2906708 Málaga distrito 08;2906708037 Málaga sección 08037;Distribución de la renta P80/P20;2017;2,7
29067 Málaga;2906708 Málaga distrito 08;2906708037 Málaga sección 08037;Distribución de la renta P80/P20;2016;3
29067 Málaga;2906708 Málaga distrito 08;2906708037 Málaga sección 08037;Distribución de la renta P80/P20;2015;2,9
29067 Málaga;2906708 Málaga distrito 08;2906708039 Málaga sección 08039;Índice de Gini;2023;24,6
29067 Málaga;2906708 Málaga distrito 08;2906708039 Málaga sección 08039;Índice de Gini;2022;25,3
29067 Málaga;2906708 Málaga distrito 08;2906708039 Málaga sección 08039;Índice de Gini;2021;25,2
29067 Málaga;2906708 Málaga distrito 08;2906708039 Málaga sección 08039;Índice de Gini;2020;26,2
29067 Málaga;2906708 Málaga distrito 08;2906708039 Málaga sección 08039;Índice de Gini;2019;26,4
29067 Málaga;2906708 Málaga distrito 08;2906708039 Málaga sección 08039;Índice de Gini;2018;27,5
29067 Málaga;2906708 Málaga distrito 08;2906708039 Málaga sección 08039;Índice de Gini;2017;28,2
29067 Málaga;2906708 Málaga distrito 08;2906708039 Málaga sección 08039;Índice de Gini;2016;29,5
29067 Málaga;2906708 Málaga distrito 08;2906708039 Málaga sección 08039;Índice de Gini;2015;29,7
29067 Málaga;2906708 Málaga distrito 08;2906708039 Málaga sección 08039;Distribución de la renta P80/P20;2023;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708039 Málaga sección 08039;Distribución de la renta P80/P20;2022;2,1
29067 Málaga;2906708 Málaga distrito 08;2906708039 Málaga sección 08039;Distribución de la renta P80/P20;2021;2,1
29067 Málaga;2906708 Málaga distrito 08;2906708039 Málaga sección 08039;Distribución de la renta P80/P20;2020;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708039 Málaga sección 08039;Distribución de la renta P80/P20;2019;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708039 Málaga sección 08039;Distribución de la renta P80/P20;2018;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708039 Málaga sección 08039;Distribución de la renta P80/P20;2017;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708039 Málaga sección 08039;Distribución de la renta P80/P20;2016;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708039 Málaga sección 08039;Distribución de la renta P80/P20;2015;2,8
29067 Málaga;2906708 Málaga distrito 08;2906708040 Málaga sección 08040;Índice de Gini;2023;24,7
29067 Málaga;2906708 Málaga distrito 08;2906708040 Málaga sección 08040;Índice de Gini;2022;24,9
29067 Málaga;2906708 Málaga distrito 08;2906708040 Málaga sección 08040;Índice de Gini;2021;25,3
29067 Málaga;2906708 Málaga distrito 08;2906708040 Málaga sección 08040;Índice de Gini;2020;26,8
29067 Málaga;2906708 Málaga distrito 08;2906708040 Málaga sección 08040;Índice de Gini;2019;25,8
29067 Málaga;2906708 Málaga distrito 08;2906708040 Málaga sección 08040;Índice de Gini;2018;26,8
29067 Málaga;2906708 Málaga distrito 08;2906708040 Málaga sección 08040;Índice de Gini;2017;27,9
29067 Málaga;2906708 Málaga distrito 08;2906708040 Málaga sección 08040;Índice de Gini;2016;28,8
29067 Málaga;2906708 Málaga distrito 08;2906708040 Málaga sección 08040;Índice de Gini;2015;30,1
29067 Málaga;2906708 Málaga distrito 08;2906708040 Málaga sección 08040;Distribución de la renta P80/P20;2023;2,1
29067 Málaga;2906708 Málaga distrito 08;2906708040 Málaga sección 08040;Distribución de la renta P80/P20;2022;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708040 Málaga sección 08040;Distribución de la renta P80/P20;2021;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708040 Málaga sección 08040;Distribución de la renta P80/P20;2020;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708040 Málaga sección 08040;Distribución de la renta P80/P20;2019;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708040 Málaga sección 08040;Distribución de la renta P80/P20;2018;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708040 Málaga sección 08040;Distribución de la renta P80/P20;2017;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708040 Málaga sección 08040;Distribución de la renta P80/P20;2016;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708040 Málaga sección 08040;Distribución de la renta P80/P20;2015;2,8
29067 Málaga;2906708 Málaga distrito 08;2906708041 Málaga sección 08041;Índice de Gini;2023;25,4
29067 Málaga;2906708 Málaga distrito 08;2906708041 Málaga sección 08041;Índice de Gini;2022;27,6
29067 Málaga;2906708 Málaga distrito 08;2906708041 Málaga sección 08041;Índice de Gini;2021;27,3
29067 Málaga;2906708 Málaga distrito 08;2906708041 Málaga sección 08041;Índice de Gini;2020;28,5
29067 Málaga;2906708 Málaga distrito 08;2906708041 Málaga sección 08041;Índice de Gini;2019;29,1
29067 Málaga;2906708 Málaga distrito 08;2906708041 Málaga sección 08041;Índice de Gini;2018;29,7
29067 Málaga;2906708 Málaga distrito 08;2906708041 Málaga sección 08041;Índice de Gini;2017;31,6
29067 Málaga;2906708 Málaga distrito 08;2906708041 Málaga sección 08041;Índice de Gini;2016;30,9
29067 Málaga;2906708 Málaga distrito 08;2906708041 Málaga sección 08041;Índice de Gini;2015;30,6
29067 Málaga;2906708 Málaga distrito 08;2906708041 Málaga sección 08041;Distribución de la renta P80/P20;2023;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708041 Málaga sección 08041;Distribución de la renta P80/P20;2022;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708041 Málaga sección 08041;Distribución de la renta P80/P20;2021;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708041 Málaga sección 08041;Distribución de la renta P80/P20;2020;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708041 Málaga sección 08041;Distribución de la renta P80/P20;2019;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708041 Málaga sección 08041;Distribución de la renta P80/P20;2018;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708041 Málaga sección 08041;Distribución de la renta P80/P20;2017;2,7
29067 Málaga;2906708 Málaga distrito 08;2906708041 Málaga sección 08041;Distribución de la renta P80/P20;2016;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708041 Málaga sección 08041;Distribución de la renta P80/P20;2015;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708042 Málaga sección 08042;Índice de Gini;2023;26
29067 Málaga;2906708 Málaga distrito 08;2906708042 Málaga sección 08042;Índice de Gini;2022;26,7
29067 Málaga;2906708 Málaga distrito 08;2906708042 Málaga sección 08042;Índice de Gini;2021;27,1
29067 Málaga;2906708 Málaga distrito 08;2906708042 Málaga sección 08042;Índice de Gini;2020;27,4
29067 Málaga;2906708 Málaga distrito 08;2906708042 Málaga sección 08042;Índice de Gini;2019;26,9
29067 Málaga;2906708 Málaga distrito 08;2906708042 Málaga sección 08042;Índice de Gini;2018;28,1
29067 Málaga;2906708 Málaga distrito 08;2906708042 Málaga sección 08042;Índice de Gini;2017;29
29067 Málaga;2906708 Málaga distrito 08;2906708042 Málaga sección 08042;Índice de Gini;2016;30,5
29067 Málaga;2906708 Málaga distrito 08;2906708042 Málaga sección 08042;Índice de Gini;2015;30,7
29067 Málaga;2906708 Málaga distrito 08;2906708042 Málaga sección 08042;Distribución de la renta P80/P20;2023;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708042 Málaga sección 08042;Distribución de la renta P80/P20;2022;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708042 Málaga sección 08042;Distribución de la renta P80/P20;2021;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708042 Málaga sección 08042;Distribución de la renta P80/P20;2020;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708042 Málaga sección 08042;Distribución de la renta P80/P20;2019;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708042 Málaga sección 08042;Distribución de la renta P80/P20;2018;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708042 Málaga sección 08042;Distribución de la renta P80/P20;2017;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708042 Málaga sección 08042;Distribución de la renta P80/P20;2016;2,7
29067 Málaga;2906708 Málaga distrito 08;2906708042 Málaga sección 08042;Distribución de la renta P80/P20;2015;2,7
29067 Málaga;2906708 Málaga distrito 08;2906708043 Málaga sección 08043;Índice de Gini;2023;25,8
29067 Málaga;2906708 Málaga distrito 08;2906708043 Málaga sección 08043;Índice de Gini;2022;27,5
29067 Málaga;2906708 Málaga distrito 08;2906708043 Málaga sección 08043;Índice de Gini;2021;27,4
29067 Málaga;2906708 Málaga distrito 08;2906708043 Málaga sección 08043;Índice de Gini;2020;26,6
29067 Málaga;2906708 Málaga distrito 08;2906708043 Málaga sección 08043;Índice de Gini;2019;25,8
29067 Málaga;2906708 Málaga distrito 08;2906708043 Málaga sección 08043;Índice de Gini;2018;26,6
29067 Málaga;2906708 Málaga distrito 08;2906708043 Málaga sección 08043;Índice de Gini;2017;26,2
29067 Málaga;2906708 Málaga distrito 08;2906708043 Málaga sección 08043;Índice de Gini;2016;27,5
29067 Málaga;2906708 Málaga distrito 08;2906708043 Málaga sección 08043;Índice de Gini;2015;27,9
29067 Málaga;2906708 Málaga distrito 08;2906708043 Málaga sección 08043;Distribución de la renta P80/P20;2023;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708043 Málaga sección 08043;Distribución de la renta P80/P20;2022;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708043 Málaga sección 08043;Distribución de la renta P80/P20;2021;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708043 Málaga sección 08043;Distribución de la renta P80/P20;2020;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708043 Málaga sección 08043;Distribución de la renta P80/P20;2019;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708043 Málaga sección 08043;Distribución de la renta P80/P20;2018;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708043 Málaga sección 08043;Distribución de la renta P80/P20;2017;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708043 Málaga sección 08043;Distribución de la renta P80/P20;2016;2,7
29067 Málaga;2906708 Málaga distrito 08;2906708043 Málaga sección 08043;Distribución de la renta P80/P20;2015;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708044 Málaga sección 08044;Índice de Gini;2023;25,3
29067 Málaga;2906708 Málaga distrito 08;2906708044 Málaga sección 08044;Índice de Gini;2022;25,4
29067 Málaga;2906708 Málaga distrito 08;2906708044 Málaga sección 08044;Índice de Gini;2021;26,4
29067 Málaga;2906708 Málaga distrito 08;2906708044 Málaga sección 08044;Índice de Gini;2020;28,6
29067 Málaga;2906708 Málaga distrito 08;2906708044 Málaga sección 08044;Índice de Gini;2019;28,3
29067 Málaga;2906708 Málaga distrito 08;2906708044 Málaga sección 08044;Índice de Gini;2018;28,1
29067 Málaga;2906708 Málaga distrito 08;2906708044 Málaga sección 08044;Índice de Gini;2017;28,9
29067 Málaga;2906708 Málaga distrito 08;2906708044 Málaga sección 08044;Índice de Gini;2016;30,2
29067 Málaga;2906708 Málaga distrito 08;2906708044 Málaga sección 08044;Índice de Gini;2015;30
29067 Málaga;2906708 Málaga distrito 08;2906708044 Málaga sección 08044;Distribución de la renta P80/P20;2023;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708044 Málaga sección 08044;Distribución de la renta P80/P20;2022;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708044 Málaga sección 08044;Distribución de la renta P80/P20;2021;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708044 Málaga sección 08044;Distribución de la renta P80/P20;2020;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708044 Málaga sección 08044;Distribución de la renta P80/P20;2019;2,7
29067 Málaga;2906708 Málaga distrito 08;2906708044 Málaga sección 08044;Distribución de la renta P80/P20;2018;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708044 Málaga sección 08044;Distribución de la renta P80/P20;2017;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708044 Málaga sección 08044;Distribución de la renta P80/P20;2016;2,8
29067 Málaga;2906708 Málaga distrito 08;2906708044 Málaga sección 08044;Distribución de la renta P80/P20;2015;2,8
29067 Málaga;2906708 Málaga distrito 08;2906708045 Málaga sección 08045;Índice de Gini;2023;25,3
29067 Málaga;2906708 Málaga distrito 08;2906708045 Málaga sección 08045;Índice de Gini;2022;23,7
29067 Málaga;2906708 Málaga distrito 08;2906708045 Málaga sección 08045;Índice de Gini;2021;24,6
29067 Málaga;2906708 Málaga distrito 08;2906708045 Málaga sección 08045;Índice de Gini;2020;25,5
29067 Málaga;2906708 Málaga distrito 08;2906708045 Málaga sección 08045;Índice de Gini;2019;24,1
29067 Málaga;2906708 Málaga distrito 08;2906708045 Málaga sección 08045;Índice de Gini;2018;25,8
29067 Málaga;2906708 Málaga distrito 08;2906708045 Málaga sección 08045;Índice de Gini;2017;25,7
29067 Málaga;2906708 Málaga distrito 08;2906708045 Málaga sección 08045;Índice de Gini;2016;28,1
29067 Málaga;2906708 Málaga distrito 08;2906708045 Málaga sección 08045;Índice de Gini;2015;27,9
29067 Málaga;2906708 Málaga distrito 08;2906708045 Málaga sección 08045;Distribución de la renta P80/P20;2023;2,1
29067 Málaga;2906708 Málaga distrito 08;2906708045 Málaga sección 08045;Distribución de la renta P80/P20;2022;2
29067 Málaga;2906708 Málaga distrito 08;2906708045 Málaga sección 08045;Distribución de la renta P80/P20;2021;2
29067 Málaga;2906708 Málaga distrito 08;2906708045 Málaga sección 08045;Distribución de la renta P80/P20;2020;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708045 Málaga sección 08045;Distribución de la renta P80/P20;2019;2,1
29067 Málaga;2906708 Málaga distrito 08;2906708045 Málaga sección 08045;Distribución de la renta P80/P20;2018;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708045 Málaga sección 08045;Distribución de la renta P80/P20;2017;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708045 Málaga sección 08045;Distribución de la renta P80/P20;2016;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708045 Málaga sección 08045;Distribución de la renta P80/P20;2015;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708046 Málaga sección 08046;Índice de Gini;2023;23,7
29067 Málaga;2906708 Málaga distrito 08;2906708046 Málaga sección 08046;Índice de Gini;2022;24
29067 Málaga;2906708 Málaga distrito 08;2906708046 Málaga sección 08046;Índice de Gini;2021;24,7
29067 Málaga;2906708 Málaga distrito 08;2906708046 Málaga sección 08046;Índice de Gini;2020;25,4
29067 Málaga;2906708 Málaga distrito 08;2906708046 Málaga sección 08046;Índice de Gini;2019;25,9
29067 Málaga;2906708 Málaga distrito 08;2906708046 Málaga sección 08046;Índice de Gini;2018;25,9
29067 Málaga;2906708 Málaga distrito 08;2906708046 Málaga sección 08046;Índice de Gini;2017;26,6
29067 Málaga;2906708 Málaga distrito 08;2906708046 Málaga sección 08046;Índice de Gini;2016;29,7
29067 Málaga;2906708 Málaga distrito 08;2906708046 Málaga sección 08046;Índice de Gini;2015;29,7
29067 Málaga;2906708 Málaga distrito 08;2906708046 Málaga sección 08046;Distribución de la renta P80/P20;2023;2
29067 Málaga;2906708 Málaga distrito 08;2906708046 Málaga sección 08046;Distribución de la renta P80/P20;2022;2
29067 Málaga;2906708 Málaga distrito 08;2906708046 Málaga sección 08046;Distribución de la renta P80/P20;2021;2
29067 Málaga;2906708 Málaga distrito 08;2906708046 Málaga sección 08046;Distribución de la renta P80/P20;2020;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708046 Málaga sección 08046;Distribución de la renta P80/P20;2019;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708046 Málaga sección 08046;Distribución de la renta P80/P20;2018;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708046 Málaga sección 08046;Distribución de la renta P80/P20;2017;2,2
29067 Málaga;2906708 Málaga distrito 08;2906708046 Málaga sección 08046;Distribución de la renta P80/P20;2016;2,5
29067 Málaga;2906708 Málaga distrito 08;2906708046 Málaga sección 08046;Distribución de la renta P80/P20;2015;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708047 Málaga sección 08047;Índice de Gini;2023;25,6
29067 Málaga;2906708 Málaga distrito 08;2906708047 Málaga sección 08047;Índice de Gini;2022;26,5
29067 Málaga;2906708 Málaga distrito 08;2906708047 Málaga sección 08047;Índice de Gini;2021;27
29067 Málaga;2906708 Málaga distrito 08;2906708047 Málaga sección 08047;Índice de Gini;2020;27,9
29067 Málaga;2906708 Málaga distrito 08;2906708047 Málaga sección 08047;Índice de Gini;2019;27,3
29067 Málaga;2906708 Málaga distrito 08;2906708047 Málaga sección 08047;Índice de Gini;2018;27,1
29067 Málaga;2906708 Málaga distrito 08;2906708047 Málaga sección 08047;Índice de Gini;2017;26,8
29067 Málaga;2906708 Málaga distrito 08;2906708047 Málaga sección 08047;Índice de Gini;2016;29,2
29067 Málaga;2906708 Málaga distrito 08;2906708047 Málaga sección 08047;Índice de Gini;2015;29,7
29067 Málaga;2906708 Málaga distrito 08;2906708047 Málaga sección 08047;Distribución de la renta P80/P20;2023;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708047 Málaga sección 08047;Distribución de la renta P80/P20;2022;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708047 Málaga sección 08047;Distribución de la renta P80/P20;2021;2,3
29067 Málaga;2906708 Málaga distrito 08;2906708047 Málaga sección 08047;Distribución de la renta P80/P20;2020;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708047 Málaga sección 08047;Distribución de la renta P80/P20;2019;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708047 Málaga sección 08047;Distribución de la renta P80/P20;2018;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708047 Málaga sección 08047;Distribución de la renta P80/P20;2017;2,4
29067 Málaga;2906708 Málaga distrito 08;2906708047 Málaga sección 08047;Distribución de la renta P80/P20;2016;2,6
29067 Málaga;2906708 Málaga distrito 08;2906708047 Málaga sección 08047;Distribución de la renta P80/P20;2015;2,9
29067 Málaga;2906708 Málaga distrito 08;2906708048 Málaga sección 08048;Índice de Gini;2023;27,4
29067 Málaga;2906708 Málaga distrito 08;2906708048 Málaga sección 08048;Índice de Gini;2022;27,8
29067 Málaga;2906708 Málaga distrito 08;2906708048 Málaga sección 08048;Índice de Gini;2021;29,7
29067 Málaga;2906708 Málaga distrito 08;2906708048 Málaga sección 08048;Índice de Gini;2020;30,9
29067 Málaga;2906708 Málaga distrito 08;2906708048 Málaga sección 08048;Índice de Gini;2019;28,2
29067 Málaga;2906708 Málaga distrito 08;2906708048 Málaga sección 08048;Índice de Gini;2018;29,7
