Municipios;Sexo;Periodo;Total
29063 Jimera de Líbar;Total;2022;403
29063 Jimera de Líbar;Total;2021;388
29063 Jimera de Líbar;Total;2020;379
29063 Jimera de Líbar;Total;2019;372
29063 Jimera de Líbar;Total;2018;376
29063 Jimera de Líbar;Total;2017;396
29063 Jimera de Líbar;Total;2016;409
29063 Jimera de Líbar;Total;2015;415
29063 Jimera de Líbar;Hombres;2025;206
29063 Jimera de Líbar;Hombres;2024;204
29063 Jimera de Líbar;Hombres;2023;210
29063 Jimera de Líbar;Hombres;2022;211
29063 Jimera de Líbar;Hombres;2021;202
29063 Jimera de Líbar;Hombres;2020;197
29063 Jimera de Líbar;Hombres;2019;192
29063 Jimera de Líbar;Hombres;2018;190
29063 Jimera de Líbar;Hombres;2017;203
29063 Jimera de Líbar;Hombres;2016;212
29063 Jimera de Líbar;Hombres;2015;216
29063 Jimera de Líbar;Mujeres;2025;193
29063 Jimera de Líbar;Mujeres;2024;194
29063 Jimera de Líbar;Mujeres;2023;190
29063 Jimera de Líbar;Mujeres;2022;192
29063 Jimera de Líbar;Mujeres;2021;186
29063 Jimera de Líbar;Mujeres;2020;182
29063 Jimera de Líbar;Mujeres;2019;180
29063 Jimera de Líbar;Mujeres;2018;186
29063 Jimera de Líbar;Mujeres;2017;193
29063 Jimera de Líbar;Mujeres;2016;197
29063 Jimera de Líbar;Mujeres;2015;199
29064 Jubrique;Total;2025;585
29064 Jubrique;Total;2024;578
29064 Jubrique;Total;2023;561
29064 Jubrique;Total;2022;545
29064 Jubrique;Total;2021;553
29064 Jubrique;Total;2020;523
29064 Jubrique;Total;2019;528
29064 Jubrique;Total;2018;559
29064 Jubrique;Total;2017;589
29064 Jubrique;Total;2016;634
29064 Jubrique;Total;2015;638
29064 Jubrique;Hombres;2025;298
29064 Jubrique;Hombres;2024;293
29064 Jubrique;Hombres;2023;286
29064 Jubrique;Hombres;2022;271
29064 Jubrique;Hombres;2021;279
29064 Jubrique;Hombres;2020;261
29064 Jubrique;Hombres;2019;266
29064 Jubrique;Hombres;2018;283
29064 Jubrique;Hombres;2017;300
29064 Jubrique;Hombres;2016;320
29064 Jubrique;Hombres;2015;319
29064 Jubrique;Mujeres;2025;287
29064 Jubrique;Mujeres;2024;285
29064 Jubrique;Mujeres;2023;275
29064 Jubrique;Mujeres;2022;274
29064 Jubrique;Mujeres;2021;274
29064 Jubrique;Mujeres;2020;262
29064 Jubrique;Mujeres;2019;262
29064 Jubrique;Mujeres;2018;276
29064 Jubrique;Mujeres;2017;289
29064 Jubrique;Mujeres;2016;314
29064 Jubrique;Mujeres;2015;319
29065 Júzcar;Total;2025;208
29065 Júzcar;Total;2024;227
29065 Júzcar;Total;2023;243
29065 Júzcar;Total;2022;247
29065 Júzcar;Total;2021;235
29065 Júzcar;Total;2020;214
29065 Júzcar;Total;2019;232
29065 Júzcar;Total;2018;225
29065 Júzcar;Total;2017;226
29065 Júzcar;Total;2016;228
29065 Júzcar;Total;2015;238
29065 Júzcar;Hombres;2025;120
29065 Júzcar;Hombres;2024;133
29065 Júzcar;Hombres;2023;137
29065 Júzcar;Hombres;2022;142
29065 Júzcar;Hombres;2021;135
29065 Júzcar;Hombres;2020;124
29065 Júzcar;Hombres;2019;133
29065 Júzcar;Hombres;2018;130
29065 Júzcar;Hombres;2017;128
29065 Júzcar;Hombres;2016;131
29065 Júzcar;Hombres;2015;138
29065 Júzcar;Mujeres;2025;88
29065 Júzcar;Mujeres;2024;94
29065 Júzcar;Mujeres;2023;106
29065 Júzcar;Mujeres;2022;105
29065 Júzcar;Mujeres;2021;100
29065 Júzcar;Mujeres;2020;90
29065 Júzcar;Mujeres;2019;99
29065 Júzcar;Mujeres;2018;95
29065 Júzcar;Mujeres;2017;98
29065 Júzcar;Mujeres;2016;97
29065 Júzcar;Mujeres;2015;100
29066 Macharaviaya;Total;2025;518
29066 Macharaviaya;Total;2024;506
29066 Macharaviaya;Total;2023;523
29066 Macharaviaya;Total;2022;513
29066 Macharaviaya;Total;2021;524
29066 Macharaviaya;Total;2020;513
29066 Macharaviaya;Total;2019;480
29066 Macharaviaya;Total;2018;442
29066 Macharaviaya;Total;2017;448
29066 Macharaviaya;Total;2016;461
29066 Macharaviaya;Total;2015;477
29066 Macharaviaya;Hombres;2025;293
29066 Macharaviaya;Hombres;2024;287
29066 Macharaviaya;Hombres;2023;289
29066 Macharaviaya;Hombres;2022;280
29066 Macharaviaya;Hombres;2021;286
29066 Macharaviaya;Hombres;2020;279
29066 Macharaviaya;Hombres;2019;259
29066 Macharaviaya;Hombres;2018;235
29066 Macharaviaya;Hombres;2017;238
29066 Macharaviaya;Hombres;2016;248
29066 Macharaviaya;Hombres;2015;257
29066 Macharaviaya;Mujeres;2025;225
29066 Macharaviaya;Mujeres;2024;219
29066 Macharaviaya;Mujeres;2023;234
29066 Macharaviaya;Mujeres;2022;233
29066 Macharaviaya;Mujeres;2021;238
29066 Macharaviaya;Mujeres;2020;234
29066 Macharaviaya;Mujeres;2019;221
29066 Macharaviaya;Mujeres;2018;207
29066 Macharaviaya;Mujeres;2017;210
29066 Macharaviaya;Mujeres;2016;213
29066 Macharaviaya;Mujeres;2015;220
29067 Málaga;Total;2025;599.063
29067 Málaga;Total;2024;591.637
29067 Málaga;Total;2023;586.384
29067 Málaga;Total;2022;579.076
29067 Málaga;Total;2021;577.405
29067 Málaga;Total;2020;578.460
29067 Málaga;Total;2019;574.654
29067 Málaga;Total;2018;571.026
29067 Málaga;Total;2017;569.002
29067 Málaga;Total;2016;569.009
29067 Málaga;Total;2015;569.130
29067 Málaga;Hombres;2025;287.625
29067 Málaga;Hombres;2024;283.717
29067 Málaga;Hombres;2023;281.265
29067 Málaga;Hombres;2022;278.086
29067 Málaga;Hombres;2021;277.234
29067 Málaga;Hombres;2020;277.789
29067 Málaga;Hombres;2019;276.001
29067 Málaga;Hombres;2018;274.373
29067 Málaga;Hombres;2017;273.636
29067 Málaga;Hombres;2016;273.715
29067 Málaga;Hombres;2015;273.817
29067 Málaga;Mujeres;2025;311.438
29067 Málaga;Mujeres;2024;307.920
29067 Málaga;Mujeres;2023;305.119
29067 Málaga;Mujeres;2022;300.990
29067 Málaga;Mujeres;2021;300.171
29067 Málaga;Mujeres;2020;300.671
29067 Málaga;Mujeres;2019;298.653
29067 Málaga;Mujeres;2018;296.653
29067 Málaga;Mujeres;2017;295.366
29067 Málaga;Mujeres;2016;295.294
29067 Málaga;Mujeres;2015;295.313
29 Málaga;Total;2025;1.791.092
29 Málaga;Total;2024;1.773.136
29 Málaga;Total;2023;1.751.600
29 Málaga;Total;2022;1.717.504
29 Málaga;Total;2021;1.695.651
29 Málaga;Total;2020;1.685.920
29 Málaga;Total;2019;1.661.785
29 Málaga;Total;2018;1.641.121
29 Málaga;Total;2017;1.630.615
29 Málaga;Total;2016;1.629.298
29 Málaga;Total;2015;1.628.973
29 Málaga;Hombres;2025;874.507
29 Málaga;Hombres;2024;866.280
29 Málaga;Hombres;2023;855.899
29 Málaga;Hombres;2022;840.488
29 Málaga;Hombres;2021;829.976
29 Málaga;Hombres;2020;825.450
29 Málaga;Hombres;2019;814.349
29 Málaga;Hombres;2018;804.858
29 Málaga;Hombres;2017;800.551
29 Málaga;Hombres;2016;800.630
29 Málaga;Hombres;2015;800.767
29 Málaga;Mujeres;2025;916.585
29 Málaga;Mujeres;2024;906.856
29 Málaga;Mujeres;2023;895.701
29 Málaga;Mujeres;2022;877.016
29 Málaga;Mujeres;2021;865.675
29 Málaga;Mujeres;2020;860.470
29 Málaga;Mujeres;2019;847.436
29 Málaga;Mujeres;2018;836.263
29 Málaga;Mujeres;2017;830.064
29 Málaga;Mujeres;2016;828.668
29 Málaga;Mujeres;2015;828.206
29068 Manilva;Total;2025;18.165
29068 Manilva;Total;2024;18.099
29068 Manilva;Total;2023;17.857
29068 Manilva;Total;2022;17.157
29068 Manilva;Total;2021;16.849
29068 Manilva;Total;2020;16.439
29068 Manilva;Total;2019;15.528
29068 Manilva;Total;2018;14.977
29068 Manilva;Total;2017;14.589
29068 Manilva;Total;2016;14.750
29068 Manilva;Total;2015;14.587
29068 Manilva;Hombres;2025;9.050
29068 Manilva;Hombres;2024;9.064
29068 Manilva;Hombres;2023;8.979
29068 Manilva;Hombres;2022;8.631
29068 Manilva;Hombres;2021;8.488
29068 Manilva;Hombres;2020;8.304
29068 Manilva;Hombres;2019;7.856
29068 Manilva;Hombres;2018;7.651
29068 Manilva;Hombres;2017;7.480
29068 Manilva;Hombres;2016;7.560
29068 Manilva;Hombres;2015;7.524
29068 Manilva;Mujeres;2025;9.115
29068 Manilva;Mujeres;2024;9.035
29068 Manilva;Mujeres;2023;8.878
29068 Manilva;Mujeres;2022;8.526
29068 Manilva;Mujeres;2021;8.361
29068 Manilva;Mujeres;2020;8.135
29068 Manilva;Mujeres;2019;7.672
29068 Manilva;Mujeres;2018;7.326
29068 Manilva;Mujeres;2017;7.109
29068 Manilva;Mujeres;2016;7.190
29068 Manilva;Mujeres;2015;7.063
29069 Marbella;Total;2025;159.786
29069 Marbella;Total;2024;159.000
29069 Marbella;Total;2023;156.295
29069 Marbella;Total;2022;150.725
29069 Marbella;Total;2021;147.958
29069 Marbella;Total;2020;147.633
29069 Marbella;Total;2019;143.386
29069 Marbella;Total;2018;141.463
29069 Marbella;Total;2017;141.172
29069 Marbella;Total;2016;140.744
29069 Marbella;Total;2015;139.537
29069 Marbella;Hombres;2025;76.436
29069 Marbella;Hombres;2024;75.903
29069 Marbella;Hombres;2023;74.623
29069 Marbella;Hombres;2022;72.195
29069 Marbella;Hombres;2021;70.871
29069 Marbella;Hombres;2020;70.833
29069 Marbella;Hombres;2019;68.944
29069 Marbella;Hombres;2018;68.073
29069 Marbella;Hombres;2017;68.127
29069 Marbella;Hombres;2016;68.050
29069 Marbella;Hombres;2015;67.535
29069 Marbella;Mujeres;2025;83.350
29069 Marbella;Mujeres;2024;83.097
29069 Marbella;Mujeres;2023;81.672
29069 Marbella;Mujeres;2022;78.530
29069 Marbella;Mujeres;2021;77.087
29069 Marbella;Mujeres;2020;76.800
29069 Marbella;Mujeres;2019;74.442
29069 Marbella;Mujeres;2018;73.390
29069 Marbella;Mujeres;2017;73.045
29069 Marbella;Mujeres;2016;72.694
29069 Marbella;Mujeres;2015;72.002
29070 Mijas;Total;2025;95.104
29070 Mijas;Total;2024;93.302
29070 Mijas;Total;2023;91.691
29070 Mijas;Total;2022;89.502
29070 Mijas;Total;2021;86.744
29070 Mijas;Total;2020;85.397
29070 Mijas;Total;2019;82.742
29070 Mijas;Total;2018;80.630
29070 Mijas;Total;2017;77.151
29070 Mijas;Total;2016;77.769
29070 Mijas;Total;2015;79.483
29070 Mijas;Hombres;2025;47.047
29070 Mijas;Hombres;2024;46.196
29070 Mijas;Hombres;2023;45.335
29070 Mijas;Hombres;2022;44.451
29070 Mijas;Hombres;2021;43.088
29070 Mijas;Hombres;2020;42.430
29070 Mijas;Hombres;2019;41.196
29070 Mijas;Hombres;2018;40.267
29070 Mijas;Hombres;2017;38.549
29070 Mijas;Hombres;2016;38.923
29070 Mijas;Hombres;2015;39.913
29070 Mijas;Mujeres;2025;48.057
29070 Mijas;Mujeres;2024;47.106
29070 Mijas;Mujeres;2023;46.356
29070 Mijas;Mujeres;2022;45.051
29070 Mijas;Mujeres;2021;43.656
29070 Mijas;Mujeres;2020;42.967
29070 Mijas;Mujeres;2019;41.546
29070 Mijas;Mujeres;2018;40.363
29070 Mijas;Mujeres;2017;38.602
29070 Mijas;Mujeres;2016;38.846
29070 Mijas;Mujeres;2015;39.570
29071 Moclinejo;Total;2025;1.222
29071 Moclinejo;Total;2024;1.227
29071 Moclinejo;Total;2023;1.220
29071 Moclinejo;Total;2022;1.243
29071 Moclinejo;Total;2021;1.244
29071 Moclinejo;Total;2020;1.251
29071 Moclinejo;Total;2019;1.271
29071 Moclinejo;Total;2018;1.230
29071 Moclinejo;Total;2017;1.204
29071 Moclinejo;Total;2016;1.217
29071 Moclinejo;Total;2015;1.255
29071 Moclinejo;Hombres;2025;623
29071 Moclinejo;Hombres;2024;629
29071 Moclinejo;Hombres;2023;625
29071 Moclinejo;Hombres;2022;645
29071 Moclinejo;Hombres;2021;651
29071 Moclinejo;Hombres;2020;650
29071 Moclinejo;Hombres;2019;657
29071 Moclinejo;Hombres;2018;642
29071 Moclinejo;Hombres;2017;628
29071 Moclinejo;Hombres;2016;634
29071 Moclinejo;Hombres;2015;653
29071 Moclinejo;Mujeres;2025;599
29071 Moclinejo;Mujeres;2024;598
29071 Moclinejo;Mujeres;2023;595
29071 Moclinejo;Mujeres;2022;598
29071 Moclinejo;Mujeres;2021;593
29071 Moclinejo;Mujeres;2020;601
29071 Moclinejo;Mujeres;2019;614
29071 Moclinejo;Mujeres;2018;588
29071 Moclinejo;Mujeres;2017;576
29071 Moclinejo;Mujeres;2016;583
29071 Moclinejo;Mujeres;2015;602
29072 Mollina;Total;2025;5.528
29072 Mollina;Total;2024;5.449
29072 Mollina;Total;2023;5.413
29072 Mollina;Total;2022;5.376
29072 Mollina;Total;2021;5.341
29072 Mollina;Total;2020;5.276
29072 Mollina;Total;2019;5.149
29072 Mollina;Total;2018;5.020
29072 Mollina;Total;2017;4.924
29072 Mollina;Total;2016;4.913
29072 Mollina;Total;2015;4.901
29072 Mollina;Hombres;2025;2.745
29072 Mollina;Hombres;2024;2.706
29072 Mollina;Hombres;2023;2.691
29072 Mollina;Hombres;2022;2.678
29072 Mollina;Hombres;2021;2.675
29072 Mollina;Hombres;2020;2.643
29072 Mollina;Hombres;2019;2.585
29072 Mollina;Hombres;2018;2.526
29072 Mollina;Hombres;2017;2.484
29072 Mollina;Hombres;2016;2.461
29072 Mollina;Hombres;2015;2.461
29072 Mollina;Mujeres;2025;2.783
29072 Mollina;Mujeres;2024;2.743
29072 Mollina;Mujeres;2023;2.722
29072 Mollina;Mujeres;2022;2.698
29072 Mollina;Mujeres;2021;2.666
29072 Mollina;Mujeres;2020;2.633
29072 Mollina;Mujeres;2019;2.564
29072 Mollina;Mujeres;2018;2.494
29072 Mollina;Mujeres;2017;2.440
29072 Mollina;Mujeres;2016;2.452
29072 Mollina;Mujeres;2015;2.440
29073 Monda;Total;2025;2.984
29073 Monda;Total;2024;2.981
29073 Monda;Total;2023;2.937
29073 Monda;Total;2022;2.844
29073 Monda;Total;2021;2.762
29073 Monda;Total;2020;2.697
29073 Monda;Total;2019;2.594
29073 Monda;Total;2018;2.523
29073 Monda;Total;2017;2.475
29073 Monda;Total;2016;2.400
29073 Monda;Total;2015;2.382
29073 Monda;Hombres;2025;1.521
29073 Monda;Hombres;2024;1.547
29073 Monda;Hombres;2023;1.529
29073 Monda;Hombres;2022;1.498
29073 Monda;Hombres;2021;1.437
29073 Monda;Hombres;2020;1.388
29073 Monda;Hombres;2019;1.336
29073 Monda;Hombres;2018;1.296
29073 Monda;Hombres;2017;1.260
29073 Monda;Hombres;2016;1.221
29073 Monda;Hombres;2015;1.208
29073 Monda;Mujeres;2025;1.463
29073 Monda;Mujeres;2024;1.434
29073 Monda;Mujeres;2023;1.408
29073 Monda;Mujeres;2022;1.346
29073 Monda;Mujeres;2021;1.325
29073 Monda;Mujeres;2020;1.309
29073 Monda;Mujeres;2019;1.258
29073 Monda;Mujeres;2018;1.227
29073 Monda;Mujeres;2017;1.215
29073 Monda;Mujeres;2016;1.179
29073 Monda;Mujeres;2015;1.174
29903 Montecorto;Total;2025;585
29903 Montecorto;Total;2024;589
29903 Montecorto;Total;2023;588
29903 Montecorto;Total;2022;582
29903 Montecorto;Total;2021;572
29903 Montecorto;Total;2020;586
29903 Montecorto;Total;2019;593
29903 Montecorto;Total;2018;585
29903 Montecorto;Total;2017;630
29903 Montecorto;Total;2016;640
29903 Montecorto;Total;2015;""
29903 Montecorto;Hombres;2025;314
29903 Montecorto;Hombres;2024;317
29903 Montecorto;Hombres;2023;314
29903 Montecorto;Hombres;2022;310
29903 Montecorto;Hombres;2021;303
29903 Montecorto;Hombres;2020;309
29903 Montecorto;Hombres;2019;317
29903 Montecorto;Hombres;2018;313
29903 Montecorto;Hombres;2017;324
29903 Montecorto;Hombres;2016;331
29903 Montecorto;Hombres;2015;""
29903 Montecorto;Mujeres;2025;271
29903 Montecorto;Mujeres;2024;272
29903 Montecorto;Mujeres;2023;274
29903 Montecorto;Mujeres;2022;272
29903 Montecorto;Mujeres;2021;269
29903 Montecorto;Mujeres;2020;277
29903 Montecorto;Mujeres;2019;276
29903 Montecorto;Mujeres;2018;272
29903 Montecorto;Mujeres;2017;306
29903 Montecorto;Mujeres;2016;309
29903 Montecorto;Mujeres;2015;""
29074 Montejaque;Total;2025;945
29074 Montejaque;Total;2024;952
29074 Montejaque;Total;2023;970
29074 Montejaque;Total;2022;938
29074 Montejaque;Total;2021;938
29074 Montejaque;Total;2020;949
29074 Montejaque;Total;2019;964
29074 Montejaque;Total;2018;970
29074 Montejaque;Total;2017;997
29074 Montejaque;Total;2016;1.011
29074 Montejaque;Total;2015;984
29074 Montejaque;Hombres;2025;465
29074 Montejaque;Hombres;2024;469
29074 Montejaque;Hombres;2023;487
29074 Montejaque;Hombres;2022;469
29074 Montejaque;Hombres;2021;468
29074 Montejaque;Hombres;2020;472
29074 Montejaque;Hombres;2019;478
29074 Montejaque;Hombres;2018;476
29074 Montejaque;Hombres;2017;488
29074 Montejaque;Hombres;2016;497
29074 Montejaque;Hombres;2015;485
29074 Montejaque;Mujeres;2025;480
29074 Montejaque;Mujeres;2024;483
29074 Montejaque;Mujeres;2023;483
29074 Montejaque;Mujeres;2022;469
29074 Montejaque;Mujeres;2021;470
29074 Montejaque;Mujeres;2020;477
29074 Montejaque;Mujeres;2019;486
29074 Montejaque;Mujeres;2018;494
29074 Montejaque;Mujeres;2017;509
29074 Montejaque;Mujeres;2016;514
29074 Montejaque;Mujeres;2015;499
29075 Nerja;Total;2025;22.132
29075 Nerja;Total;2024;22.187
29075 Nerja;Total;2023;21.913
29075 Nerja;Total;2022;21.450
29075 Nerja;Total;2021;21.018
29075 Nerja;Total;2020;21.144
29075 Nerja;Total;2019;21.091
29075 Nerja;Total;2018;21.061
29075 Nerja;Total;2017;21.047
29075 Nerja;Total;2016;21.204
29075 Nerja;Total;2015;21.185
29075 Nerja;Hombres;2025;10.810
29075 Nerja;Hombres;2024;10.882
29075 Nerja;Hombres;2023;10.751
29075 Nerja;Hombres;2022;10.529
29075 Nerja;Hombres;2021;10.357
29075 Nerja;Hombres;2020;10.431
29075 Nerja;Hombres;2019;10.410
29075 Nerja;Hombres;2018;10.397
29075 Nerja;Hombres;2017;10.398
29075 Nerja;Hombres;2016;10.488
29075 Nerja;Hombres;2015;10.446
29075 Nerja;Mujeres;2025;11.322
29075 Nerja;Mujeres;2024;11.305
29075 Nerja;Mujeres;2023;11.162
29075 Nerja;Mujeres;2022;10.921
29075 Nerja;Mujeres;2021;10.661
29075 Nerja;Mujeres;2020;10.713
29075 Nerja;Mujeres;2019;10.681
29075 Nerja;Mujeres;2018;10.664
29075 Nerja;Mujeres;2017;10.649
29075 Nerja;Mujeres;2016;10.716
29075 Nerja;Mujeres;2015;10.739
29076 Ojén;Total;2025;4.755
29076 Ojén;Total;2024;4.682
29076 Ojén;Total;2023;4.480
29076 Ojén;Total;2022;4.218
29076 Ojén;Total;2021;4.023
29076 Ojén;Total;2020;3.816
29076 Ojén;Total;2019;3.702
29076 Ojén;Total;2018;3.568
29076 Ojén;Total;2017;3.517
29076 Ojén;Total;2016;3.385
29076 Ojén;Total;2015;3.353
29076 Ojén;Hombres;2025;2.419
29076 Ojén;Hombres;2024;2.408
29076 Ojén;Hombres;2023;2.296
29076 Ojén;Hombres;2022;2.151
29076 Ojén;Hombres;2021;2.062
29076 Ojén;Hombres;2020;1.946
29076 Ojén;Hombres;2019;1.888
29076 Ojén;Hombres;2018;1.820
29076 Ojén;Hombres;2017;1.792
29076 Ojén;Hombres;2016;1.716
29076 Ojén;Hombres;2015;1.712
29076 Ojén;Mujeres;2025;2.336
29076 Ojén;Mujeres;2024;2.274
29076 Ojén;Mujeres;2023;2.184
29076 Ojén;Mujeres;2022;2.067
29076 Ojén;Mujeres;2021;1.961
29076 Ojén;Mujeres;2020;1.870
29076 Ojén;Mujeres;2019;1.814
29076 Ojén;Mujeres;2018;1.748
29076 Ojén;Mujeres;2017;1.725
29076 Ojén;Mujeres;2016;1.669
29076 Ojén;Mujeres;2015;1.641
29077 Parauta;Total;2025;271
29077 Parauta;Total;2024;281
29077 Parauta;Total;2023;280
29077 Parauta;Total;2022;272
29077 Parauta;Total;2021;251
29077 Parauta;Total;2020;239
29077 Parauta;Total;2019;251
29077 Parauta;Total;2018;253
29077 Parauta;Total;2017;209
29077 Parauta;Total;2016;230
29077 Parauta;Total;2015;249
29077 Parauta;Hombres;2025;144
29077 Parauta;Hombres;2024;146
29077 Parauta;Hombres;2023;145
29077 Parauta;Hombres;2022;138
29077 Parauta;Hombres;2021;129
29077 Parauta;Hombres;2020;123
29077 Parauta;Hombres;2019;126
29077 Parauta;Hombres;2018;125
29077 Parauta;Hombres;2017;104
29077 Parauta;Hombres;2016;112
29077 Parauta;Hombres;2015;116
29077 Parauta;Mujeres;2025;127
29077 Parauta;Mujeres;2024;135
29077 Parauta;Mujeres;2023;135
29077 Parauta;Mujeres;2022;134
29077 Parauta;Mujeres;2021;122
29077 Parauta;Mujeres;2020;116
29077 Parauta;Mujeres;2019;125
29077 Parauta;Mujeres;2018;128
29077 Parauta;Mujeres;2017;105
29077 Parauta;Mujeres;2016;118
29077 Parauta;Mujeres;2015;133
29079 Periana;Total;2025;3.367
29079 Periana;Total;2024;3.350
29079 Periana;Total;2023;3.290
29079 Periana;Total;2022;3.234
29079 Periana;Total;2021;3.159
29079 Periana;Total;2020;3.089
29079 Periana;Total;2019;3.048
29079 Periana;Total;2018;3.068
29079 Periana;Total;2017;3.124
29079 Periana;Total;2016;3.149
29079 Periana;Total;2015;3.231
29079 Periana;Hombres;2025;1.731
29079 Periana;Hombres;2024;1.733
29079 Periana;Hombres;2023;1.702
29079 Periana;Hombres;2022;1.679
29079 Periana;Hombres;2021;1.644
29079 Periana;Hombres;2020;1.618
29079 Periana;Hombres;2019;1.602
29079 Periana;Hombres;2018;1.614
29079 Periana;Hombres;2017;1.644
29079 Periana;Hombres;2016;1.647
29079 Periana;Hombres;2015;1.690
29079 Periana;Mujeres;2025;1.636
29079 Periana;Mujeres;2024;1.617
29079 Periana;Mujeres;2023;1.588
29079 Periana;Mujeres;2022;1.555
29079 Periana;Mujeres;2021;1.515
29079 Periana;Mujeres;2020;1.471
29079 Periana;Mujeres;2019;1.446
29079 Periana;Mujeres;2018;1.454
29079 Periana;Mujeres;2017;1.480
29079 Periana;Mujeres;2016;1.502
29079 Periana;Mujeres;2015;1.541
29080 Pizarra;Total;2025;10.334
29080 Pizarra;Total;2024;10.177
29080 Pizarra;Total;2023;9.886
29080 Pizarra;Total;2022;9.661
29080 Pizarra;Total;2021;9.572
29080 Pizarra;Total;2020;9.444
29080 Pizarra;Total;2019;9.226
29080 Pizarra;Total;2018;9.118
29080 Pizarra;Total;2017;9.073
29080 Pizarra;Total;2016;9.106
29080 Pizarra;Total;2015;9.148
29080 Pizarra;Hombres;2025;5.207
29080 Pizarra;Hombres;2024;5.108
29080 Pizarra;Hombres;2023;4.960
29080 Pizarra;Hombres;2022;4.841
29080 Pizarra;Hombres;2021;4.801
29080 Pizarra;Hombres;2020;4.741
29080 Pizarra;Hombres;2019;4.636
29080 Pizarra;Hombres;2018;4.600
29080 Pizarra;Hombres;2017;4.580
29080 Pizarra;Hombres;2016;4.608
29080 Pizarra;Hombres;2015;4.626
29080 Pizarra;Mujeres;2025;5.127
29080 Pizarra;Mujeres;2024;5.069
29080 Pizarra;Mujeres;2023;4.926
29080 Pizarra;Mujeres;2022;4.820
29080 Pizarra;Mujeres;2021;4.771
29080 Pizarra;Mujeres;2020;4.703
29080 Pizarra;Mujeres;2019;4.590
29080 Pizarra;Mujeres;2018;4.518
29080 Pizarra;Mujeres;2017;4.493
29080 Pizarra;Mujeres;2016;4.498
29080 Pizarra;Mujeres;2015;4.522
29081 Pujerra;Total;2025;285
29081 Pujerra;Total;2024;290
29081 Pujerra;Total;2023;279
29081 Pujerra;Total;2022;274
29081 Pujerra;Total;2021;298
29081 Pujerra;Total;2020;308
29081 Pujerra;Total;2019;301
29081 Pujerra;Total;2018;294
29081 Pujerra;Total;2017;307
29081 Pujerra;Total;2016;305
29081 Pujerra;Total;2015;294
29081 Pujerra;Hombres;2025;146
29081 Pujerra;Hombres;2024;147
29081 Pujerra;Hombres;2023;139
29081 Pujerra;Hombres;2022;138
29081 Pujerra;Hombres;2021;154
29081 Pujerra;Hombres;2020;162
29081 Pujerra;Hombres;2019;158
29081 Pujerra;Hombres;2018;153
29081 Pujerra;Hombres;2017;160
29081 Pujerra;Hombres;2016;157
29081 Pujerra;Hombres;2015;155
29081 Pujerra;Mujeres;2025;139
29081 Pujerra;Mujeres;2024;143
29081 Pujerra;Mujeres;2023;140
29081 Pujerra;Mujeres;2022;136
29081 Pujerra;Mujeres;2021;144
29081 Pujerra;Mujeres;2020;146
29081 Pujerra;Mujeres;2019;143
29081 Pujerra;Mujeres;2018;141
29081 Pujerra;Mujeres;2017;147
29081 Pujerra;Mujeres;2016;148
29081 Pujerra;Mujeres;2015;139
29082 Rincón de la Victoria;Total;2025;52.454
29082 Rincón de la Victoria;Total;2024;52.230
29082 Rincón de la Victoria;Total;2023;51.300
29082 Rincón de la Victoria;Total;2022;50.569
29082 Rincón de la Victoria;Total;2021;49.790
29082 Rincón de la Victoria;Total;2020;48.768
29082 Rincón de la Victoria;Total;2019;47.179
29082 Rincón de la Victoria;Total;2018;46.093
29082 Rincón de la Victoria;Total;2017;45.138
29082 Rincón de la Victoria;Total;2016;44.003
29082 Rincón de la Victoria;Total;2015;43.135
29082 Rincón de la Victoria;Hombres;2025;25.428
29082 Rincón de la Victoria;Hombres;2024;25.423
29082 Rincón de la Victoria;Hombres;2023;25.044
29082 Rincón de la Victoria;Hombres;2022;24.731
29082 Rincón de la Victoria;Hombres;2021;24.348
29082 Rincón de la Victoria;Hombres;2020;23.899
29082 Rincón de la Victoria;Hombres;2019;23.163
29082 Rincón de la Victoria;Hombres;2018;22.646
29082 Rincón de la Victoria;Hombres;2017;22.116
29082 Rincón de la Victoria;Hombres;2016;21.614
29082 Rincón de la Victoria;Hombres;2015;21.192
29082 Rincón de la Victoria;Mujeres;2025;27.026
29082 Rincón de la Victoria;Mujeres;2024;26.807
29082 Rincón de la Victoria;Mujeres;2023;26.256
29082 Rincón de la Victoria;Mujeres;2022;25.838
29082 Rincón de la Victoria;Mujeres;2021;25.442
29082 Rincón de la Victoria;Mujeres;2020;24.869
29082 Rincón de la Victoria;Mujeres;2019;24.016
29082 Rincón de la Victoria;Mujeres;2018;23.447
29082 Rincón de la Victoria;Mujeres;2017;23.022
29082 Rincón de la Victoria;Mujeres;2016;22.389
29082 Rincón de la Victoria;Mujeres;2015;21.943
29083 Riogordo;Total;2025;2.839
29083 Riogordo;Total;2024;2.778
29083 Riogordo;Total;2023;2.795
29083 Riogordo;Total;2022;2.762
29083 Riogordo;Total;2021;2.734
29083 Riogordo;Total;2020;2.723
29083 Riogordo;Total;2019;2.724
29083 Riogordo;Total;2018;2.701
29083 Riogordo;Total;2017;2.715
29083 Riogordo;Total;2016;2.812
29083 Riogordo;Total;2015;2.936
29083 Riogordo;Hombres;2025;1.491
29083 Riogordo;Hombres;2024;1.457
29083 Riogordo;Hombres;2023;1.462
29083 Riogordo;Hombres;2022;1.447
29083 Riogordo;Hombres;2021;1.423
29083 Riogordo;Hombres;2020;1.416
