Municipios;Sexo;Periodo;Total
29042 Coín;Mujeres;2024;12.834
29042 Coín;Mujeres;2023;12.481
29042 Coín;Mujeres;2022;12.140
29042 Coín;Mujeres;2021;11.678
29042 Coín;Mujeres;2020;11.315
29042 Coín;Mujeres;2019;11.053
29042 Coín;Mujeres;2018;10.805
29042 Coín;Mujeres;2017;10.738
29042 Coín;Mujeres;2016;10.666
29042 Coín;Mujeres;2015;10.693
29043 Colmenar;Total;2025;3.626
29043 Colmenar;Total;2024;3.545
29043 Colmenar;Total;2023;3.494
29043 Colmenar;Total;2022;3.488
29043 Colmenar;Total;2021;3.450
29043 Colmenar;Total;2020;3.409
29043 Colmenar;Total;2019;3.376
29043 Colmenar;Total;2018;3.392
29043 Colmenar;Total;2017;3.383
29043 Colmenar;Total;2016;3.385
29043 Colmenar;Total;2015;3.444
29043 Colmenar;Hombres;2025;1.855
29043 Colmenar;Hombres;2024;1.818
29043 Colmenar;Hombres;2023;1.793
29043 Colmenar;Hombres;2022;1.799
29043 Colmenar;Hombres;2021;1.776
29043 Colmenar;Hombres;2020;1.741
29043 Colmenar;Hombres;2019;1.728
29043 Colmenar;Hombres;2018;1.743
29043 Colmenar;Hombres;2017;1.742
29043 Colmenar;Hombres;2016;1.743
29043 Colmenar;Hombres;2015;1.765
29043 Colmenar;Mujeres;2025;1.771
29043 Colmenar;Mujeres;2024;1.727
29043 Colmenar;Mujeres;2023;1.701
29043 Colmenar;Mujeres;2022;1.689
29043 Colmenar;Mujeres;2021;1.674
29043 Colmenar;Mujeres;2020;1.668
29043 Colmenar;Mujeres;2019;1.648
29043 Colmenar;Mujeres;2018;1.649
29043 Colmenar;Mujeres;2017;1.641
29043 Colmenar;Mujeres;2016;1.642
29043 Colmenar;Mujeres;2015;1.679
29044 Comares;Total;2025;1.354
29044 Comares;Total;2024;1.346
29044 Comares;Total;2023;1.339
29044 Comares;Total;2022;1.320
29044 Comares;Total;2021;1.349
29044 Comares;Total;2020;1.330
29044 Comares;Total;2019;1.315
29044 Comares;Total;2018;1.323
29044 Comares;Total;2017;1.315
29044 Comares;Total;2016;1.348
29044 Comares;Total;2015;1.385
29044 Comares;Hombres;2025;742
29044 Comares;Hombres;2024;722
29044 Comares;Hombres;2023;715
29044 Comares;Hombres;2022;707
29044 Comares;Hombres;2021;735
29044 Comares;Hombres;2020;725
29044 Comares;Hombres;2019;704
29044 Comares;Hombres;2018;719
29044 Comares;Hombres;2017;718
29044 Comares;Hombres;2016;730
29044 Comares;Hombres;2015;751
29044 Comares;Mujeres;2025;612
29044 Comares;Mujeres;2024;624
29044 Comares;Mujeres;2023;624
29044 Comares;Mujeres;2022;613
29044 Comares;Mujeres;2021;614
29044 Comares;Mujeres;2020;605
29044 Comares;Mujeres;2019;611
29044 Comares;Mujeres;2018;604
29044 Comares;Mujeres;2017;597
29044 Comares;Mujeres;2016;618
29044 Comares;Mujeres;2015;634
29045 Cómpeta;Total;2025;3.824
29045 Cómpeta;Total;2024;3.735
29045 Cómpeta;Total;2023;3.875
29045 Cómpeta;Total;2022;3.814
29045 Cómpeta;Total;2021;3.866
29045 Cómpeta;Total;2020;3.967
29045 Cómpeta;Total;2019;3.922
29045 Cómpeta;Total;2018;3.745
29045 Cómpeta;Total;2017;3.847
29045 Cómpeta;Total;2016;3.705
29045 Cómpeta;Total;2015;3.503
29045 Cómpeta;Hombres;2025;1.903
29045 Cómpeta;Hombres;2024;1.863
29045 Cómpeta;Hombres;2023;1.939
29045 Cómpeta;Hombres;2022;1.909
29045 Cómpeta;Hombres;2021;1.939
29045 Cómpeta;Hombres;2020;1.980
29045 Cómpeta;Hombres;2019;1.958
29045 Cómpeta;Hombres;2018;1.872
29045 Cómpeta;Hombres;2017;1.930
29045 Cómpeta;Hombres;2016;1.872
29045 Cómpeta;Hombres;2015;1.759
29045 Cómpeta;Mujeres;2025;1.921
29045 Cómpeta;Mujeres;2024;1.872
29045 Cómpeta;Mujeres;2023;1.936
29045 Cómpeta;Mujeres;2022;1.905
29045 Cómpeta;Mujeres;2021;1.927
29045 Cómpeta;Mujeres;2020;1.987
29045 Cómpeta;Mujeres;2019;1.964
29045 Cómpeta;Mujeres;2018;1.873
29045 Cómpeta;Mujeres;2017;1.917
29045 Cómpeta;Mujeres;2016;1.833
29045 Cómpeta;Mujeres;2015;1.744
29046 Cortes de la Frontera;Total;2025;3.048
29046 Cortes de la Frontera;Total;2024;3.000
29046 Cortes de la Frontera;Total;2023;3.014
29046 Cortes de la Frontera;Total;2022;2.986
29046 Cortes de la Frontera;Total;2021;3.034
29046 Cortes de la Frontera;Total;2020;3.065
29046 Cortes de la Frontera;Total;2019;3.101
29046 Cortes de la Frontera;Total;2018;3.181
29046 Cortes de la Frontera;Total;2017;3.268
29046 Cortes de la Frontera;Total;2016;3.277
29046 Cortes de la Frontera;Total;2015;3.304
29046 Cortes de la Frontera;Hombres;2025;1.563
29046 Cortes de la Frontera;Hombres;2024;1.551
29046 Cortes de la Frontera;Hombres;2023;1.566
29046 Cortes de la Frontera;Hombres;2022;1.545
29046 Cortes de la Frontera;Hombres;2021;1.567
29046 Cortes de la Frontera;Hombres;2020;1.586
29046 Cortes de la Frontera;Hombres;2019;1.592
29046 Cortes de la Frontera;Hombres;2018;1.636
29046 Cortes de la Frontera;Hombres;2017;1.678
29046 Cortes de la Frontera;Hombres;2016;1.684
29046 Cortes de la Frontera;Hombres;2015;1.694
29046 Cortes de la Frontera;Mujeres;2025;1.485
29046 Cortes de la Frontera;Mujeres;2024;1.449
29046 Cortes de la Frontera;Mujeres;2023;1.448
29046 Cortes de la Frontera;Mujeres;2022;1.441
29046 Cortes de la Frontera;Mujeres;2021;1.467
29046 Cortes de la Frontera;Mujeres;2020;1.479
29046 Cortes de la Frontera;Mujeres;2019;1.509
29046 Cortes de la Frontera;Mujeres;2018;1.545
29046 Cortes de la Frontera;Mujeres;2017;1.590
29046 Cortes de la Frontera;Mujeres;2016;1.593
29046 Cortes de la Frontera;Mujeres;2015;1.610
29047 Cuevas Bajas;Total;2025;1.341
29047 Cuevas Bajas;Total;2024;1.341
29047 Cuevas Bajas;Total;2023;1.337
29047 Cuevas Bajas;Total;2022;1.353
29047 Cuevas Bajas;Total;2021;1.355
29047 Cuevas Bajas;Total;2020;1.370
29047 Cuevas Bajas;Total;2019;1.395
29047 Cuevas Bajas;Total;2018;1.392
29047 Cuevas Bajas;Total;2017;1.416
29047 Cuevas Bajas;Total;2016;1.430
29047 Cuevas Bajas;Total;2015;1.431
29047 Cuevas Bajas;Hombres;2025;661
29047 Cuevas Bajas;Hombres;2024;660
29047 Cuevas Bajas;Hombres;2023;649
29047 Cuevas Bajas;Hombres;2022;656
29047 Cuevas Bajas;Hombres;2021;661
29047 Cuevas Bajas;Hombres;2020;680
29047 Cuevas Bajas;Hombres;2019;696
29047 Cuevas Bajas;Hombres;2018;694
29047 Cuevas Bajas;Hombres;2017;711
29047 Cuevas Bajas;Hombres;2016;711
29047 Cuevas Bajas;Hombres;2015;699
29047 Cuevas Bajas;Mujeres;2025;680
29047 Cuevas Bajas;Mujeres;2024;681
29047 Cuevas Bajas;Mujeres;2023;688
29047 Cuevas Bajas;Mujeres;2022;697
29047 Cuevas Bajas;Mujeres;2021;694
29047 Cuevas Bajas;Mujeres;2020;690
29047 Cuevas Bajas;Mujeres;2019;699
29047 Cuevas Bajas;Mujeres;2018;698
29047 Cuevas Bajas;Mujeres;2017;705
29047 Cuevas Bajas;Mujeres;2016;719
29047 Cuevas Bajas;Mujeres;2015;732
29049 Cuevas de San Marcos;Total;2025;3.647
29049 Cuevas de San Marcos;Total;2024;3.620
29049 Cuevas de San Marcos;Total;2023;3.647
29049 Cuevas de San Marcos;Total;2022;3.632
29049 Cuevas de San Marcos;Total;2021;3.614
29049 Cuevas de San Marcos;Total;2020;3.601
29049 Cuevas de San Marcos;Total;2019;3.648
29049 Cuevas de San Marcos;Total;2018;3.671
29049 Cuevas de San Marcos;Total;2017;3.722
29049 Cuevas de San Marcos;Total;2016;3.776
29049 Cuevas de San Marcos;Total;2015;3.884
29049 Cuevas de San Marcos;Hombres;2025;1.835
29049 Cuevas de San Marcos;Hombres;2024;1.815
29049 Cuevas de San Marcos;Hombres;2023;1.830
29049 Cuevas de San Marcos;Hombres;2022;1.824
29049 Cuevas de San Marcos;Hombres;2021;1.811
29049 Cuevas de San Marcos;Hombres;2020;1.810
29049 Cuevas de San Marcos;Hombres;2019;1.838
29049 Cuevas de San Marcos;Hombres;2018;1.849
29049 Cuevas de San Marcos;Hombres;2017;1.877
29049 Cuevas de San Marcos;Hombres;2016;1.902
29049 Cuevas de San Marcos;Hombres;2015;1.951
29049 Cuevas de San Marcos;Mujeres;2025;1.812
29049 Cuevas de San Marcos;Mujeres;2024;1.805
29049 Cuevas de San Marcos;Mujeres;2023;1.817
29049 Cuevas de San Marcos;Mujeres;2022;1.808
29049 Cuevas de San Marcos;Mujeres;2021;1.803
29049 Cuevas de San Marcos;Mujeres;2020;1.791
29049 Cuevas de San Marcos;Mujeres;2019;1.810
29049 Cuevas de San Marcos;Mujeres;2018;1.822
29049 Cuevas de San Marcos;Mujeres;2017;1.845
29049 Cuevas de San Marcos;Mujeres;2016;1.874
29049 Cuevas de San Marcos;Mujeres;2015;1.933
29048 Cuevas del Becerro;Total;2025;1.617
29048 Cuevas del Becerro;Total;2024;1.605
29048 Cuevas del Becerro;Total;2023;1.592
29048 Cuevas del Becerro;Total;2022;1.609
29048 Cuevas del Becerro;Total;2021;1.601
29048 Cuevas del Becerro;Total;2020;1.597
29048 Cuevas del Becerro;Total;2019;1.589
29048 Cuevas del Becerro;Total;2018;1.595
29048 Cuevas del Becerro;Total;2017;1.608
29048 Cuevas del Becerro;Total;2016;1.618
29048 Cuevas del Becerro;Total;2015;1.643
29048 Cuevas del Becerro;Hombres;2025;786
29048 Cuevas del Becerro;Hombres;2024;788
29048 Cuevas del Becerro;Hombres;2023;783
29048 Cuevas del Becerro;Hombres;2022;788
29048 Cuevas del Becerro;Hombres;2021;783
29048 Cuevas del Becerro;Hombres;2020;785
29048 Cuevas del Becerro;Hombres;2019;785
29048 Cuevas del Becerro;Hombres;2018;791
29048 Cuevas del Becerro;Hombres;2017;792
29048 Cuevas del Becerro;Hombres;2016;798
29048 Cuevas del Becerro;Hombres;2015;816
29048 Cuevas del Becerro;Mujeres;2025;831
29048 Cuevas del Becerro;Mujeres;2024;817
29048 Cuevas del Becerro;Mujeres;2023;809
29048 Cuevas del Becerro;Mujeres;2022;821
29048 Cuevas del Becerro;Mujeres;2021;818
29048 Cuevas del Becerro;Mujeres;2020;812
29048 Cuevas del Becerro;Mujeres;2019;804
29048 Cuevas del Becerro;Mujeres;2018;804
29048 Cuevas del Becerro;Mujeres;2017;816
29048 Cuevas del Becerro;Mujeres;2016;820
29048 Cuevas del Becerro;Mujeres;2015;827
29050 Cútar;Total;2025;603
29050 Cútar;Total;2024;587
29050 Cútar;Total;2023;592
29050 Cútar;Total;2022;590
29050 Cútar;Total;2021;602
29050 Cútar;Total;2020;616
29050 Cútar;Total;2019;607
29050 Cútar;Total;2018;614
29050 Cútar;Total;2017;597
29050 Cútar;Total;2016;598
29050 Cútar;Total;2015;605
29050 Cútar;Hombres;2025;311
29050 Cútar;Hombres;2024;304
29050 Cútar;Hombres;2023;304
29050 Cútar;Hombres;2022;309
29050 Cútar;Hombres;2021;313
29050 Cútar;Hombres;2020;321
29050 Cútar;Hombres;2019;309
29050 Cútar;Hombres;2018;317
29050 Cútar;Hombres;2017;306
29050 Cútar;Hombres;2016;302
29050 Cútar;Hombres;2015;308
29050 Cútar;Mujeres;2025;292
29050 Cútar;Mujeres;2024;283
29050 Cútar;Mujeres;2023;288
29050 Cútar;Mujeres;2022;281
29050 Cútar;Mujeres;2021;289
29050 Cútar;Mujeres;2020;295
29050 Cútar;Mujeres;2019;298
29050 Cútar;Mujeres;2018;297
29050 Cútar;Mujeres;2017;291
29050 Cútar;Mujeres;2016;296
29050 Cútar;Mujeres;2015;297
29051 Estepona;Total;2025;79.621
29051 Estepona;Total;2024;78.413
29051 Estepona;Total;2023;76.975
29051 Estepona;Total;2022;74.493
29051 Estepona;Total;2021;71.925
29051 Estepona;Total;2020;70.228
29051 Estepona;Total;2019;68.286
29051 Estepona;Total;2018;67.012
29051 Estepona;Total;2017;66.863
29051 Estepona;Total;2016;66.683
29051 Estepona;Total;2015;67.080
29051 Estepona;Hombres;2025;38.824
29051 Estepona;Hombres;2024;38.202
29051 Estepona;Hombres;2023;37.624
29051 Estepona;Hombres;2022;36.530
29051 Estepona;Hombres;2021;35.203
29051 Estepona;Hombres;2020;34.392
29051 Estepona;Hombres;2019;33.508
29051 Estepona;Hombres;2018;32.918
29051 Estepona;Hombres;2017;32.956
29051 Estepona;Hombres;2016;32.955
29051 Estepona;Hombres;2015;33.234
29051 Estepona;Mujeres;2025;40.797
29051 Estepona;Mujeres;2024;40.211
29051 Estepona;Mujeres;2023;39.351
29051 Estepona;Mujeres;2022;37.963
29051 Estepona;Mujeres;2021;36.722
29051 Estepona;Mujeres;2020;35.836
29051 Estepona;Mujeres;2019;34.778
29051 Estepona;Mujeres;2018;34.094
29051 Estepona;Mujeres;2017;33.907
29051 Estepona;Mujeres;2016;33.728
29051 Estepona;Mujeres;2015;33.846
29052 Faraján;Total;2025;285
29052 Faraján;Total;2024;284
29052 Faraján;Total;2023;280
29052 Faraján;Total;2022;270
29052 Faraján;Total;2021;250
29052 Faraján;Total;2020;261
29052 Faraján;Total;2019;253
29052 Faraján;Total;2018;248
29052 Faraján;Total;2017;248
29052 Faraján;Total;2016;265
29052 Faraján;Total;2015;265
29052 Faraján;Hombres;2025;138
29052 Faraján;Hombres;2024;145
29052 Faraján;Hombres;2023;138
29052 Faraján;Hombres;2022;132
29052 Faraján;Hombres;2021;124
29052 Faraján;Hombres;2020;128
29052 Faraján;Hombres;2019;124
29052 Faraján;Hombres;2018;127
29052 Faraján;Hombres;2017;123
29052 Faraján;Hombres;2016;131
29052 Faraján;Hombres;2015;130
29052 Faraján;Mujeres;2025;147
29052 Faraján;Mujeres;2024;139
29052 Faraján;Mujeres;2023;142
29052 Faraján;Mujeres;2022;138
29052 Faraján;Mujeres;2021;126
29052 Faraján;Mujeres;2020;133
29052 Faraján;Mujeres;2019;129
29052 Faraján;Mujeres;2018;121
29052 Faraján;Mujeres;2017;125
29052 Faraján;Mujeres;2016;134
29052 Faraján;Mujeres;2015;135
29053 Frigiliana;Total;2025;3.383
29053 Frigiliana;Total;2024;3.310
29053 Frigiliana;Total;2023;3.322
29053 Frigiliana;Total;2022;3.282
29053 Frigiliana;Total;2021;3.198
29053 Frigiliana;Total;2020;3.062
29053 Frigiliana;Total;2019;3.009
29053 Frigiliana;Total;2018;3.086
29053 Frigiliana;Total;2017;3.066
29053 Frigiliana;Total;2016;3.039
29053 Frigiliana;Total;2015;3.065
29053 Frigiliana;Hombres;2025;1.673
29053 Frigiliana;Hombres;2024;1.643
29053 Frigiliana;Hombres;2023;1.662
29053 Frigiliana;Hombres;2022;1.625
29053 Frigiliana;Hombres;2021;1.584
29053 Frigiliana;Hombres;2020;1.520
29053 Frigiliana;Hombres;2019;1.503
29053 Frigiliana;Hombres;2018;1.558
29053 Frigiliana;Hombres;2017;1.543
29053 Frigiliana;Hombres;2016;1.530
29053 Frigiliana;Hombres;2015;1.557
29053 Frigiliana;Mujeres;2025;1.710
29053 Frigiliana;Mujeres;2024;1.667
29053 Frigiliana;Mujeres;2023;1.660
29053 Frigiliana;Mujeres;2022;1.657
29053 Frigiliana;Mujeres;2021;1.614
29053 Frigiliana;Mujeres;2020;1.542
29053 Frigiliana;Mujeres;2019;1.506
29053 Frigiliana;Mujeres;2018;1.528
29053 Frigiliana;Mujeres;2017;1.523
29053 Frigiliana;Mujeres;2016;1.509
29053 Frigiliana;Mujeres;2015;1.508
29054 Fuengirola;Total;2025;85.211
29054 Fuengirola;Total;2024;85.859
29054 Fuengirola;Total;2023;85.598
29054 Fuengirola;Total;2022;83.226
29054 Fuengirola;Total;2021;82.585
29054 Fuengirola;Total;2020;82.837
29054 Fuengirola;Total;2019;80.309
29054 Fuengirola;Total;2018;75.396
29054 Fuengirola;Total;2017;74.929
29054 Fuengirola;Total;2016;77.486
29054 Fuengirola;Total;2015;77.525
29054 Fuengirola;Hombres;2025;41.086
29054 Fuengirola;Hombres;2024;41.575
29054 Fuengirola;Hombres;2023;41.521
29054 Fuengirola;Hombres;2022;40.454
29054 Fuengirola;Hombres;2021;40.285
29054 Fuengirola;Hombres;2020;40.441
29054 Fuengirola;Hombres;2019;39.217
29054 Fuengirola;Hombres;2018;36.690
29054 Fuengirola;Hombres;2017;36.642
29054 Fuengirola;Hombres;2016;38.004
29054 Fuengirola;Hombres;2015;37.983
29054 Fuengirola;Mujeres;2025;44.125
29054 Fuengirola;Mujeres;2024;44.284
29054 Fuengirola;Mujeres;2023;44.077
29054 Fuengirola;Mujeres;2022;42.772
29054 Fuengirola;Mujeres;2021;42.300
29054 Fuengirola;Mujeres;2020;42.396
29054 Fuengirola;Mujeres;2019;41.092
29054 Fuengirola;Mujeres;2018;38.706
29054 Fuengirola;Mujeres;2017;38.287
29054 Fuengirola;Mujeres;2016;39.482
29054 Fuengirola;Mujeres;2015;39.542
29055 Fuente de Piedra;Total;2025;3.045
29055 Fuente de Piedra;Total;2024;2.958
29055 Fuente de Piedra;Total;2023;2.891
29055 Fuente de Piedra;Total;2022;2.787
29055 Fuente de Piedra;Total;2021;2.770
29055 Fuente de Piedra;Total;2020;2.662
29055 Fuente de Piedra;Total;2019;2.596
29055 Fuente de Piedra;Total;2018;2.554
29055 Fuente de Piedra;Total;2017;2.507
29055 Fuente de Piedra;Total;2016;2.525
29055 Fuente de Piedra;Total;2015;2.613
29055 Fuente de Piedra;Hombres;2025;1.497
29055 Fuente de Piedra;Hombres;2024;1.464
29055 Fuente de Piedra;Hombres;2023;1.431
29055 Fuente de Piedra;Hombres;2022;1.392
29055 Fuente de Piedra;Hombres;2021;1.389
29055 Fuente de Piedra;Hombres;2020;1.353
29055 Fuente de Piedra;Hombres;2019;1.330
29055 Fuente de Piedra;Hombres;2018;1.306
29055 Fuente de Piedra;Hombres;2017;1.289
29055 Fuente de Piedra;Hombres;2016;1.300
29055 Fuente de Piedra;Hombres;2015;1.345
29055 Fuente de Piedra;Mujeres;2025;1.548
29055 Fuente de Piedra;Mujeres;2024;1.494
29055 Fuente de Piedra;Mujeres;2023;1.460
29055 Fuente de Piedra;Mujeres;2022;1.395
29055 Fuente de Piedra;Mujeres;2021;1.381
29055 Fuente de Piedra;Mujeres;2020;1.309
29055 Fuente de Piedra;Mujeres;2019;1.266
29055 Fuente de Piedra;Mujeres;2018;1.248
29055 Fuente de Piedra;Mujeres;2017;1.218
29055 Fuente de Piedra;Mujeres;2016;1.225
29055 Fuente de Piedra;Mujeres;2015;1.268
29056 Gaucín;Total;2025;1.620
29056 Gaucín;Total;2024;1.591
29056 Gaucín;Total;2023;1.591
29056 Gaucín;Total;2022;1.608
29056 Gaucín;Total;2021;1.595
29056 Gaucín;Total;2020;1.589
29056 Gaucín;Total;2019;1.576
29056 Gaucín;Total;2018;1.573
29056 Gaucín;Total;2017;1.588
29056 Gaucín;Total;2016;1.620
29056 Gaucín;Total;2015;1.670
29056 Gaucín;Hombres;2025;827
29056 Gaucín;Hombres;2024;823
29056 Gaucín;Hombres;2023;823
29056 Gaucín;Hombres;2022;825
29056 Gaucín;Hombres;2021;826
29056 Gaucín;Hombres;2020;830
29056 Gaucín;Hombres;2019;820
29056 Gaucín;Hombres;2018;827
29056 Gaucín;Hombres;2017;830
29056 Gaucín;Hombres;2016;847
29056 Gaucín;Hombres;2015;884
29056 Gaucín;Mujeres;2025;793
29056 Gaucín;Mujeres;2024;768
29056 Gaucín;Mujeres;2023;768
29056 Gaucín;Mujeres;2022;783
29056 Gaucín;Mujeres;2021;769
29056 Gaucín;Mujeres;2020;759
29056 Gaucín;Mujeres;2019;756
29056 Gaucín;Mujeres;2018;746
29056 Gaucín;Mujeres;2017;758
29056 Gaucín;Mujeres;2016;773
29056 Gaucín;Mujeres;2015;786
29057 Genalguacil;Total;2025;352
29057 Genalguacil;Total;2024;397
29057 Genalguacil;Total;2023;410
29057 Genalguacil;Total;2022;393
29057 Genalguacil;Total;2021;391
29057 Genalguacil;Total;2020;393
29057 Genalguacil;Total;2019;410
29057 Genalguacil;Total;2018;393
29057 Genalguacil;Total;2017;405
29057 Genalguacil;Total;2016;424
29057 Genalguacil;Total;2015;456
29057 Genalguacil;Hombres;2025;177
29057 Genalguacil;Hombres;2024;195
29057 Genalguacil;Hombres;2023;204
29057 Genalguacil;Hombres;2022;196
29057 Genalguacil;Hombres;2021;196
29057 Genalguacil;Hombres;2020;196
29057 Genalguacil;Hombres;2019;205
29057 Genalguacil;Hombres;2018;199
29057 Genalguacil;Hombres;2017;209
29057 Genalguacil;Hombres;2016;219
29057 Genalguacil;Hombres;2015;233
29057 Genalguacil;Mujeres;2025;175
29057 Genalguacil;Mujeres;2024;202
29057 Genalguacil;Mujeres;2023;206
29057 Genalguacil;Mujeres;2022;197
29057 Genalguacil;Mujeres;2021;195
29057 Genalguacil;Mujeres;2020;197
29057 Genalguacil;Mujeres;2019;205
29057 Genalguacil;Mujeres;2018;194
29057 Genalguacil;Mujeres;2017;196
29057 Genalguacil;Mujeres;2016;205
29057 Genalguacil;Mujeres;2015;223
29058 Guaro;Total;2025;2.638
29058 Guaro;Total;2024;2.469
29058 Guaro;Total;2023;2.307
29058 Guaro;Total;2022;2.302
29058 Guaro;Total;2021;2.326
29058 Guaro;Total;2020;2.280
29058 Guaro;Total;2019;2.260
29058 Guaro;Total;2018;2.182
29058 Guaro;Total;2017;2.087
29058 Guaro;Total;2016;2.047
29058 Guaro;Total;2015;2.060
29058 Guaro;Hombres;2025;1.365
29058 Guaro;Hombres;2024;1.266
29058 Guaro;Hombres;2023;1.186
29058 Guaro;Hombres;2022;1.167
29058 Guaro;Hombres;2021;1.191
29058 Guaro;Hombres;2020;1.156
29058 Guaro;Hombres;2019;1.137
29058 Guaro;Hombres;2018;1.090
29058 Guaro;Hombres;2017;1.057
29058 Guaro;Hombres;2016;1.041
29058 Guaro;Hombres;2015;1.044
29058 Guaro;Mujeres;2025;1.273
29058 Guaro;Mujeres;2024;1.203
29058 Guaro;Mujeres;2023;1.121
29058 Guaro;Mujeres;2022;1.135
29058 Guaro;Mujeres;2021;1.135
29058 Guaro;Mujeres;2020;1.124
29058 Guaro;Mujeres;2019;1.123
29058 Guaro;Mujeres;2018;1.092
29058 Guaro;Mujeres;2017;1.030
29058 Guaro;Mujeres;2016;1.006
29058 Guaro;Mujeres;2015;1.016
29059 Humilladero;Total;2025;3.373
29059 Humilladero;Total;2024;3.360
29059 Humilladero;Total;2023;3.331
29059 Humilladero;Total;2022;3.282
29059 Humilladero;Total;2021;3.293
29059 Humilladero;Total;2020;3.297
29059 Humilladero;Total;2019;3.286
29059 Humilladero;Total;2018;3.310
29059 Humilladero;Total;2017;3.292
29059 Humilladero;Total;2016;3.311
29059 Humilladero;Total;2015;3.364
29059 Humilladero;Hombres;2025;1.690
29059 Humilladero;Hombres;2024;1.681
29059 Humilladero;Hombres;2023;1.660
29059 Humilladero;Hombres;2022;1.629
29059 Humilladero;Hombres;2021;1.640
29059 Humilladero;Hombres;2020;1.647
29059 Humilladero;Hombres;2019;1.630
29059 Humilladero;Hombres;2018;1.647
29059 Humilladero;Hombres;2017;1.649
29059 Humilladero;Hombres;2016;1.658
29059 Humilladero;Hombres;2015;1.697
29059 Humilladero;Mujeres;2025;1.683
29059 Humilladero;Mujeres;2024;1.679
29059 Humilladero;Mujeres;2023;1.671
29059 Humilladero;Mujeres;2022;1.653
29059 Humilladero;Mujeres;2021;1.653
29059 Humilladero;Mujeres;2020;1.650
29059 Humilladero;Mujeres;2019;1.656
29059 Humilladero;Mujeres;2018;1.663
29059 Humilladero;Mujeres;2017;1.643
29059 Humilladero;Mujeres;2016;1.653
29059 Humilladero;Mujeres;2015;1.667
29060 Igualeja;Total;2025;733
29060 Igualeja;Total;2024;774
29060 Igualeja;Total;2023;774
29060 Igualeja;Total;2022;729
29060 Igualeja;Total;2021;740
29060 Igualeja;Total;2020;752
29060 Igualeja;Total;2019;763
29060 Igualeja;Total;2018;762
29060 Igualeja;Total;2017;778
29060 Igualeja;Total;2016;793
29060 Igualeja;Total;2015;816
29060 Igualeja;Hombres;2025;380
29060 Igualeja;Hombres;2024;393
29060 Igualeja;Hombres;2023;389
29060 Igualeja;Hombres;2022;366
29060 Igualeja;Hombres;2021;371
29060 Igualeja;Hombres;2020;378
29060 Igualeja;Hombres;2019;381
29060 Igualeja;Hombres;2018;381
29060 Igualeja;Hombres;2017;393
29060 Igualeja;Hombres;2016;407
29060 Igualeja;Hombres;2015;415
29060 Igualeja;Mujeres;2025;353
29060 Igualeja;Mujeres;2024;381
29060 Igualeja;Mujeres;2023;385
29060 Igualeja;Mujeres;2022;363
29060 Igualeja;Mujeres;2021;369
29060 Igualeja;Mujeres;2020;374
29060 Igualeja;Mujeres;2019;382
29060 Igualeja;Mujeres;2018;381
29060 Igualeja;Mujeres;2017;385
29060 Igualeja;Mujeres;2016;386
29060 Igualeja;Mujeres;2015;401
29061 Istán;Total;2025;1.707
29061 Istán;Total;2024;1.622
29061 Istán;Total;2023;1.621
29061 Istán;Total;2022;1.587
29061 Istán;Total;2021;1.520
29061 Istán;Total;2020;1.494
29061 Istán;Total;2019;1.469
29061 Istán;Total;2018;1.458
29061 Istán;Total;2017;1.432
29061 Istán;Total;2016;1.399
29061 Istán;Total;2015;1.388
29061 Istán;Hombres;2025;838
29061 Istán;Hombres;2024;803
29061 Istán;Hombres;2023;804
29061 Istán;Hombres;2022;789
29061 Istán;Hombres;2021;758
29061 Istán;Hombres;2020;743
29061 Istán;Hombres;2019;732
29061 Istán;Hombres;2018;729
29061 Istán;Hombres;2017;721
29061 Istán;Hombres;2016;705
29061 Istán;Hombres;2015;696
29061 Istán;Mujeres;2025;869
29061 Istán;Mujeres;2024;819
29061 Istán;Mujeres;2023;817
29061 Istán;Mujeres;2022;798
29061 Istán;Mujeres;2021;762
29061 Istán;Mujeres;2020;751
29061 Istán;Mujeres;2019;737
29061 Istán;Mujeres;2018;729
29061 Istán;Mujeres;2017;711
29061 Istán;Mujeres;2016;694
29061 Istán;Mujeres;2015;692
29062 Iznate;Total;2025;940
29062 Iznate;Total;2024;947
29062 Iznate;Total;2023;915
29062 Iznate;Total;2022;899
29062 Iznate;Total;2021;912
29062 Iznate;Total;2020;907
29062 Iznate;Total;2019;868
29062 Iznate;Total;2018;863
29062 Iznate;Total;2017;856
29062 Iznate;Total;2016;874
29062 Iznate;Total;2015;899
29062 Iznate;Hombres;2025;477
29062 Iznate;Hombres;2024;485
29062 Iznate;Hombres;2023;471
29062 Iznate;Hombres;2022;472
29062 Iznate;Hombres;2021;474
29062 Iznate;Hombres;2020;468
29062 Iznate;Hombres;2019;453
29062 Iznate;Hombres;2018;446
29062 Iznate;Hombres;2017;444
29062 Iznate;Hombres;2016;448
29062 Iznate;Hombres;2015;461
29062 Iznate;Mujeres;2025;463
29062 Iznate;Mujeres;2024;462
29062 Iznate;Mujeres;2023;444
29062 Iznate;Mujeres;2022;427
29062 Iznate;Mujeres;2021;438
29062 Iznate;Mujeres;2020;439
29062 Iznate;Mujeres;2019;415
29062 Iznate;Mujeres;2018;417
29062 Iznate;Mujeres;2017;412
29062 Iznate;Mujeres;2016;426
29062 Iznate;Mujeres;2015;438
29063 Jimera de Líbar;Total;2025;399
29063 Jimera de Líbar;Total;2024;398
29063 Jimera de Líbar;Total;2023;400
