Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404004 Vélez-Málaga sección 04004;Renta neta media por persona;2015;10.090
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404004 Vélez-Málaga sección 04004;Renta neta media por hogar;2023;36.920
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404004 Vélez-Málaga sección 04004;Renta neta media por hogar;2022;33.591
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404004 Vélez-Málaga sección 04004;Renta neta media por hogar;2021;31.529
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404004 Vélez-Málaga sección 04004;Renta neta media por hogar;2020;30.594
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404004 Vélez-Málaga sección 04004;Renta neta media por hogar;2019;29.534
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404004 Vélez-Málaga sección 04004;Renta neta media por hogar;2018;28.771
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404004 Vélez-Málaga sección 04004;Renta neta media por hogar;2017;28.175
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404004 Vélez-Málaga sección 04004;Renta neta media por hogar;2016;26.089
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404004 Vélez-Málaga sección 04004;Renta neta media por hogar;2015;25.425
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404005 Vélez-Málaga sección 04005;Renta neta media por persona;2023;17.102
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404005 Vélez-Málaga sección 04005;Renta neta media por persona;2022;15.730
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404005 Vélez-Málaga sección 04005;Renta neta media por persona;2021;14.854
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404005 Vélez-Málaga sección 04005;Renta neta media por persona;2020;14.247
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404005 Vélez-Málaga sección 04005;Renta neta media por persona;2019;13.887
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404005 Vélez-Málaga sección 04005;Renta neta media por persona;2018;13.482
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404005 Vélez-Málaga sección 04005;Renta neta media por persona;2017;12.935
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404005 Vélez-Málaga sección 04005;Renta neta media por persona;2016;12.640
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404005 Vélez-Málaga sección 04005;Renta neta media por persona;2015;12.548
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404005 Vélez-Málaga sección 04005;Renta neta media por hogar;2023;46.214
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404005 Vélez-Málaga sección 04005;Renta neta media por hogar;2022;42.465
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404005 Vélez-Málaga sección 04005;Renta neta media por hogar;2021;39.965
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404005 Vélez-Málaga sección 04005;Renta neta media por hogar;2020;38.419
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404005 Vélez-Málaga sección 04005;Renta neta media por hogar;2019;37.289
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404005 Vélez-Málaga sección 04005;Renta neta media por hogar;2018;36.823
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404005 Vélez-Málaga sección 04005;Renta neta media por hogar;2017;35.551
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404005 Vélez-Málaga sección 04005;Renta neta media por hogar;2016;35.061
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404005 Vélez-Málaga sección 04005;Renta neta media por hogar;2015;34.136
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404006 Vélez-Málaga sección 04006;Renta neta media por persona;2023;11.579
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404006 Vélez-Málaga sección 04006;Renta neta media por persona;2022;10.144
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404006 Vélez-Málaga sección 04006;Renta neta media por persona;2021;9.389
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404006 Vélez-Málaga sección 04006;Renta neta media por persona;2020;8.901
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404006 Vélez-Málaga sección 04006;Renta neta media por persona;2019;8.790
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404006 Vélez-Málaga sección 04006;Renta neta media por persona;2018;8.059
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404006 Vélez-Málaga sección 04006;Renta neta media por persona;2017;8.193
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404006 Vélez-Málaga sección 04006;Renta neta media por persona;2016;7.131
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404006 Vélez-Málaga sección 04006;Renta neta media por persona;2015;7.305
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404006 Vélez-Málaga sección 04006;Renta neta media por hogar;2023;29.998
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404006 Vélez-Málaga sección 04006;Renta neta media por hogar;2022;26.394
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404006 Vélez-Málaga sección 04006;Renta neta media por hogar;2021;24.922
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404006 Vélez-Málaga sección 04006;Renta neta media por hogar;2020;23.886
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404006 Vélez-Málaga sección 04006;Renta neta media por hogar;2019;23.809
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404006 Vélez-Málaga sección 04006;Renta neta media por hogar;2018;22.062
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404006 Vélez-Málaga sección 04006;Renta neta media por hogar;2017;21.984
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404006 Vélez-Málaga sección 04006;Renta neta media por hogar;2016;19.743
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404006 Vélez-Málaga sección 04006;Renta neta media por hogar;2015;19.980
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404007 Vélez-Málaga sección 04007;Renta neta media por persona;2023;11.996
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404007 Vélez-Málaga sección 04007;Renta neta media por persona;2022;10.092
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404007 Vélez-Málaga sección 04007;Renta neta media por persona;2021;""
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404007 Vélez-Málaga sección 04007;Renta neta media por persona;2020;""
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404007 Vélez-Málaga sección 04007;Renta neta media por persona;2019;""
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404007 Vélez-Málaga sección 04007;Renta neta media por persona;2018;""
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404007 Vélez-Málaga sección 04007;Renta neta media por persona;2017;""
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404007 Vélez-Málaga sección 04007;Renta neta media por persona;2016;""
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404007 Vélez-Málaga sección 04007;Renta neta media por persona;2015;""
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404007 Vélez-Málaga sección 04007;Renta neta media por hogar;2023;33.286
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404007 Vélez-Málaga sección 04007;Renta neta media por hogar;2022;28.986
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404007 Vélez-Málaga sección 04007;Renta neta media por hogar;2021;""
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404007 Vélez-Málaga sección 04007;Renta neta media por hogar;2020;""
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404007 Vélez-Málaga sección 04007;Renta neta media por hogar;2019;""
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404007 Vélez-Málaga sección 04007;Renta neta media por hogar;2018;""
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404007 Vélez-Málaga sección 04007;Renta neta media por hogar;2017;""
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404007 Vélez-Málaga sección 04007;Renta neta media por hogar;2016;""
29094 Vélez-Málaga;2909404 Vélez-Málaga distrito 04;2909404007 Vélez-Málaga sección 04007;Renta neta media por hogar;2015;""
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;;Renta neta media por persona;2023;9.819
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;;Renta neta media por persona;2022;9.526
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;;Renta neta media por persona;2021;9.030
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;;Renta neta media por persona;2020;8.468
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;;Renta neta media por persona;2019;8.149
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;;Renta neta media por persona;2018;8.043
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;;Renta neta media por persona;2017;7.582
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;;Renta neta media por persona;2016;6.991
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;;Renta neta media por persona;2015;7.054
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;;Renta neta media por hogar;2023;21.386
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;;Renta neta media por hogar;2022;20.527
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;;Renta neta media por hogar;2021;19.503
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;;Renta neta media por hogar;2020;18.603
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;;Renta neta media por hogar;2019;18.084
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;;Renta neta media por hogar;2018;17.505
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;;Renta neta media por hogar;2017;16.845
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;;Renta neta media por hogar;2016;15.938
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;;Renta neta media por hogar;2015;15.789
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;2909405001 Vélez-Málaga sección 05001;Renta neta media por persona;2023;9.819
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;2909405001 Vélez-Málaga sección 05001;Renta neta media por persona;2022;9.526
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;2909405001 Vélez-Málaga sección 05001;Renta neta media por persona;2021;9.030
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;2909405001 Vélez-Málaga sección 05001;Renta neta media por persona;2020;8.468
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;2909405001 Vélez-Málaga sección 05001;Renta neta media por persona;2019;8.149
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;2909405001 Vélez-Málaga sección 05001;Renta neta media por persona;2018;8.043
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;2909405001 Vélez-Málaga sección 05001;Renta neta media por persona;2017;7.582
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;2909405001 Vélez-Málaga sección 05001;Renta neta media por persona;2016;6.991
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;2909405001 Vélez-Málaga sección 05001;Renta neta media por persona;2015;7.054
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;2909405001 Vélez-Málaga sección 05001;Renta neta media por hogar;2023;21.386
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;2909405001 Vélez-Málaga sección 05001;Renta neta media por hogar;2022;20.527
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;2909405001 Vélez-Málaga sección 05001;Renta neta media por hogar;2021;19.503
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;2909405001 Vélez-Málaga sección 05001;Renta neta media por hogar;2020;18.603
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;2909405001 Vélez-Málaga sección 05001;Renta neta media por hogar;2019;18.084
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;2909405001 Vélez-Málaga sección 05001;Renta neta media por hogar;2018;17.505
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;2909405001 Vélez-Málaga sección 05001;Renta neta media por hogar;2017;16.845
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;2909405001 Vélez-Málaga sección 05001;Renta neta media por hogar;2016;15.938
29094 Vélez-Málaga;2909405 Vélez-Málaga distrito 05;2909405001 Vélez-Málaga sección 05001;Renta neta media por hogar;2015;15.789
29095 Villanueva de Algaidas;;;Renta neta media por persona;2023;10.785
29095 Villanueva de Algaidas;;;Renta neta media por persona;2022;9.919
29095 Villanueva de Algaidas;;;Renta neta media por persona;2021;9.403
29095 Villanueva de Algaidas;;;Renta neta media por persona;2020;8.811
29095 Villanueva de Algaidas;;;Renta neta media por persona;2019;8.830
29095 Villanueva de Algaidas;;;Renta neta media por persona;2018;8.427
29095 Villanueva de Algaidas;;;Renta neta media por persona;2017;7.897
29095 Villanueva de Algaidas;;;Renta neta media por persona;2016;7.377
29095 Villanueva de Algaidas;;;Renta neta media por persona;2015;7.288
29095 Villanueva de Algaidas;;;Renta neta media por hogar;2023;25.488
29095 Villanueva de Algaidas;;;Renta neta media por hogar;2022;23.669
29095 Villanueva de Algaidas;;;Renta neta media por hogar;2021;22.745
29095 Villanueva de Algaidas;;;Renta neta media por hogar;2020;21.401
29095 Villanueva de Algaidas;;;Renta neta media por hogar;2019;21.607
29095 Villanueva de Algaidas;;;Renta neta media por hogar;2018;20.625
29095 Villanueva de Algaidas;;;Renta neta media por hogar;2017;19.884
29095 Villanueva de Algaidas;;;Renta neta media por hogar;2016;18.844
29095 Villanueva de Algaidas;;;Renta neta media por hogar;2015;18.708
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;;Renta neta media por persona;2023;10.785
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;;Renta neta media por persona;2022;9.919
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;;Renta neta media por persona;2021;9.403
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;;Renta neta media por persona;2020;8.811
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;;Renta neta media por persona;2019;8.830
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;;Renta neta media por persona;2018;8.427
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;;Renta neta media por persona;2017;7.897
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;;Renta neta media por persona;2016;7.377
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;;Renta neta media por persona;2015;7.288
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;;Renta neta media por hogar;2023;25.488
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;;Renta neta media por hogar;2022;23.669
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;;Renta neta media por hogar;2021;22.745
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;;Renta neta media por hogar;2020;21.401
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;;Renta neta media por hogar;2019;21.607
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;;Renta neta media por hogar;2018;20.625
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;;Renta neta media por hogar;2017;19.884
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;;Renta neta media por hogar;2016;18.844
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;;Renta neta media por hogar;2015;18.708
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;2909501001 Villanueva de Algaidas sección 01001;Renta neta media por persona;2023;10.801
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;2909501001 Villanueva de Algaidas sección 01001;Renta neta media por persona;2022;9.936
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;2909501001 Villanueva de Algaidas sección 01001;Renta neta media por persona;2021;9.534
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;2909501001 Villanueva de Algaidas sección 01001;Renta neta media por persona;2020;8.717
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;2909501001 Villanueva de Algaidas sección 01001;Renta neta media por persona;2019;8.735
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;2909501001 Villanueva de Algaidas sección 01001;Renta neta media por persona;2018;8.410
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;2909501001 Villanueva de Algaidas sección 01001;Renta neta media por persona;2017;7.732
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;2909501001 Villanueva de Algaidas sección 01001;Renta neta media por persona;2016;7.228
29095 Villanueva de Algaidas;2909501 Villanueva de Algaidas distrito 01;2909501001 Villanueva de Algaidas sección 01001;Renta neta media por persona;2015;7.020
